Category,Title,Artist,Lyrics
romanized,Prayas,Bishesh Silwal,"3 Contributors
Prayas Lyrics
[Verse 1 - rage music]
Chaiye ta ruu, chaye maan kholera haas
Eklai Xodde malai baru afno laagi Bach
Aajako yo din tero vayo khulyo Bhag
Tara yeti yaad rakh harek din paxi aauxa
Andhyaro tyo raat jaba koini hunna saath
Sunsaan bato eklai ma ta failaudaixu Haat
Afnai Afaanta ke ghaat jaba hanna thalxan Laat
Dekhey paisa ko tyo Rup jaba hataye Nakab
K ko lagi ho yo dhaak thula ghamanda le naak
Afu afu vitra jhagada yeha naapinxa Aaukat
Garo parxa manxe chinna Bahiri sochey jasto hunna
Sabko vitri maan xa khinna manxe Bujera sakinna
Yo!!! Jiteko Birsi sakey Haar suikardai Bachiraxu
Pida le gheriraxa Tei pani ma haasi raxu
Ramauthiye Hijo aasti aaja voli Aattiraxu
Samaye aakhai aaghi bitxa jiban katiraxu
Nirdoshi aama Mero haalat heri Narou timi
Sakinna khusi lyauna Mahenaat ajhai gardai xu ni
Tada xa bato hidda hiddai thakey xitiz muni
Garo vo bachna Marna himmat nai napugepani

[Chorus - Bses Slwl I]
Haar maile maneko haina
Prayas garna maile chodne chaina
Chitiz pari ko tyo sansarma mah
Pugne xu edin tyaha wasya"
nepali,Arule Haneko,Aruna Lama,"1 Contributor
Arule Haneko Lyrics
[Chorus]
अरुले हानेको ढुंगाले भन्दा
आफन्तको फूलले
जिन्दगी बढि दुख्दो रहेछ
सानो देखिने भुलले
अरुले हानेको ढुंगाले भन्दा

[Verse 1]
टेकेको दैलो मेरो भएन
आफ्ने भन्नु केहि भएन
टेकेको दैलो मेरो भएन
आफ्ने भन्नु केहि भएन
रङ बदल्ने यो हुलमा
रङ बदल्ने यो हुलमा
तिमी पनि त मेरो भएनौ

[Chorus]
अरुले घोचेँको काँडाले भन्दा
आफन्तको फूलले
जिन्दगी बढि बिझ्दो रहेछ
सानो देखिने भुलले
अरुले हानेको ढुंगाले भन्दा

[Verse 2]
मेरै हो भन्न गाह्रो भएछ
आफ्नै उड्ने प्वाँख पनि
मेरै हो भन्न गाह्रो भएछ
आफ्नै उड्ने प्वाँख पनि
मोल माग्ने भैसकेछ
मोल माग्ने भैसकेछ
सिर बिसाउने काख पनि"
nepali,Chaya,1974 AD,"1 Contributor
Chaya Lyrics
[Verse 1]
मेरो दिनको उज्यालो तिमी, साँझको जून पनि
मेरो दिनको उज्यालो तिमी, साँझको जून पनि
रातको तारा, बिहानिको अप्सरा पनि तिमी
मेरो दिनको उज्यालो तिमी, साँझको जून पनि
मेरो दिनको उज्यालो तिमी, साँझको जून पनि
रातको तारा, बिहानिको अप्सरा पनि तिमी

[Verse 2]
सितल छायाँ तिमी, न्यानो माया पनि
सितल छायाँ तिमी, न्यानो माया पनि
मेरो हाँस्ने बाहना तिमी, मेरो जिउने सहारा पनि तिमी

[Verse 3]
गहिरो सागर तिमी, खुल्ला आकाश पनि
गहिरो सागर तिमी, खुल्ला आकाश पनि
मेरो आँखाको नानी तिमी
मेरो हृदयको रानी पनि तिमी
तिमी
तिमी
तिमी
तिमी
तिमी"
romanized,Makhamali Pacheuri Le Sanu,Roshan Limbu,"2 Contributors
Makhamali Pacheuri Le Sanu Lyrics
Makhamali pachheuri le sanu
Muhaar chhopeko
Lagdachha badal bhitra
Junai ho ki lukeko

Jun malai bhanchhau bhane hajur
Ujyaalo timi mero
Timi pani basekaa chhau
Hasi kalejiko serofero

Chhati bhitra mutu mero
Dhukdhukimaa timi
Chhati bhitra mutu mero
Dhukdhukimaa timi
Sanka timilai laagchha bhane
Aau hera chhaami
Gajali e aakha mera
Aakha bich naani
Yei nanima salbalaudai
Baschhau timi pani

Pari banko pakherima sanu
Koili le baaseko
Lagchha malai hajurnai ho ki
Sanu bhani daakeko"
nepali,Abhyasta,Mission Kesy,"1 Contributor
Abhyasta Lyrics
[Instrumental Intro]

[Prelude]
उडी जाऊ त्यो, बादल पारि
अभ्यस्त मुटु, अभ्यस्त जीवन

[Verse - 1]
हतारिँदै छन् चाहनाहरू
रिझाउन बुझाउन सकिन
बता सिने मनका ती, भावना~

[Pre-Chorus-1]
समयको खेलमा म, जित्ने प्रयासमा
डुबिजाने  डुङ्गाको, साहारामा
मुटुमा गुम्सेका कुराहरू
टुक्रेको कागजमा, व्यक्त गर्छु

[Interlude]
हिजो आज मुटु माझ
प्रसनका तिरले
खोजिराछु हराएका
उत्तरहरू
बगी जाने खोलामा
तैरिन खोजे म
भोली त कैले आएन"
romanized,Varsha Thapa - Adhuro (Romanized),Genius Romanizations,"1 Contributor
Translations
Varsha Thapa - Adhuro (Romanized) Lyrics
[Intro]
Khoji rahancha mero aankha le timilai nai
Kati prashna aucha manma mero
Kina teti tadha rahyoau
Hamro sambandha phulna napai
Kharani bani bagi gayau

[Vocal Melody]
Ooo ooo ooo ooo ooo ooo ooo ooo ooo

[Verse 1]
Luki luki runthyau hola
Man ka kura kasai sanga kholenau
Dukha ko jalo ma aljhida aljhidai
Aafu lai gumai diyau

[Chorus]
Adhuro hamro yo prem
Adhuro hamro katha

[Verse 2]
Kahile kahi khushi lagcha
Timro shuruwaat bhayo hola katai
Tara mero anta hunecha sadhaibhari
Bhagi rahanechu ma
Vaastavikta bata
Rahirahane
Chu ma Adhuro bhai
Hamro sambandha jhai"
nepali,Biswas,Samriddhi Rai,"1 Contributor
Biswas Lyrics
[Verse 1]
हुदैन केही भाग्य यहाँ
यो जीवन तिम्रै नै गित हो
जित्न सके तिम्ले डरलाई
यो संसार तिम्रै नै जीत हो

[Chorus]
भोली छ मरी जानु, छैन केही लानु
यो जिन्दगी धेरै छोटो छ
भोली छ मरी जानु, छैन केही लानु
त्यागीदेऊ तिम्रा डरलाई
गर विश्वाश आफैलाई, तिमी आफैलाई

[Verse 2]
धेरैले भन्नेछन् सक्दैनौ तिमी
नसुन्नु ती कुराहरु कहिले
आट गरे पाइन्छ चिताए सरी
विश्वाश त्यो राख्नु जहिले

[Chorus]
भोली छ मरी जानु, छैन केही लानु
यो जिन्दगी धेरै छोटो छ
भोली छ मरी जानु, छैन केही लानु
त्यागीदेऊ तिम्रा डरलाई
गर विश्वाश आफैलाई, तिमी आफैलाई"
nepali,Ghampani,Bikki Gurung,"1 Contributor
Translations
Ghampani Lyrics
[Pre-Chorus]
मौसमले हेरन इशारा गर्दै छ
चर्को घाम, सिमसिम पानी, बदमाशी गर्दै छ

[Chorus]
मौसमले हेरन इशारा गर्दै छ
चर्को घाम, सिमसिम पानी, बदमाशी गर्दै छ
मन मेरो बसमै छैन बेकाबु छ
Let's call it a day and party with me all the way now

[Post-Chorus]
घामपानी, घामपानी, ooh-oh-oh
घामपानी, घामपानी, घामपानी, घामपानी
श्यालको बिहे

[Verse]
समयले कुर्ने छैन न तिमीलाई न मलाई
यहाँ छौ तिमी, यहीँ छु म
So why don't we just get along?
यहाँ छौ तिमी, यहीँ छु म
So why don't we just get along?
Yeah, it's the way you make me feel
It's so sensational
Feel like I'm in paradise and maybe you're my angel...

[Chorus]
मौसमले हेरन इशारा गर्दै छ
चर्को घाम, सिमसिम पानी, बदमाशी गर्दै छ
मन मेरो बसमै छैन बेकाबु छ
Let's call it a day and party with me all the way now"
nepali,Antim Bidaai,Oasis Thapa,"1 Contributor
Antim Bidaai Lyrics
[Verse 1]

नसोधा नसोधा केहि तिमी मलाई
नाबोलौ तिमी संगै तयार नभए
तिमी चुप चाप म रहदा खेरी
आवाज जति तिमिलै सुनौना खोजे पनि

[Chorus]

तिमी आउ सुनौ जति नै बुझाउ अबर भैसक्यो
दोहोराई तेही गल्ती फेरि तिमिले नसोधा किना अधुरो
कहानी झुटो थियो कि तिमी बदलियो थाहा पाउने गर भो
जब पहिलो प्रेम पत्र नै अन्तीम बिदाई

[Verse 2]

नहोला नहोला भोली फेरि बिहानी
मेरो सास को भव रोकिडा पनि
मिल्दैन किन आनन्द आनन्दै
झुटो सबै तिम्रो कसम हरु पनि

[Chorus]

तिमी आउ सुनौ जति नै बुझाउ अबर भैसक्यो
दोहोराई तेही गल्ती फेरि तिमिले नसोधा किना अधुरो
कहानी झुटो थियो कि तिमी बदलियो थाहा पाउने गर भो
जब पहिलो प्रेम पत्र नै अन्तीम बिदाई"
romanized,Mannmani,KAAL - 69,"1 Contributor
Mannmani Lyrics
(Pre-Hook)
Chine jasto lagla tara gaaro chinna ni
Farak mah, Hami ali bhinna ni
Ta alchi paris ma chai mehenati
Different breed ma thacha talai kinaki

(Hook) x2
Paara daami mero paara daami
Lako baani kaile na chhutne baani
Daami daami mah jaile pani daami
Mannmani jaile garne mannmani

(Verse 1)
Herna taala dekhi mathi sabai brand new
Ekchin mero paranoise tira dhyaan deu
Mehenat garya vaye po fal khantheu
Kura bujhdina mah dui jibre ko
Trap ma fasyo musa balla muji thikka vo
Kura katne haru katda katda dikka vo
Herum 4/5 barsha samma yeha tikcha ko?
Kina sochnu teslai? Jaba tesle malai bhulna khojdei
Jane jancha basne bascha khushi mah ta yessai
Garchu afnai marji taile bhukirako byerthai
Neu khoje jana sakla tero jeewan kherai

(Pre-Hook)
Chine jasto lagla tara gaaro chinna ni
Farak mah, Hami ali bhinna ni
Ta alchi paris ma chai mehenati
Different breed ma thacha talai kinaki"
romanized,Saraswati Vandana,Trishala Gurung,"1 Contributor
Saraswati Vandana Lyrics
Ni sa re re re re
Ni re sa sa sa

Jai devi saraswati
Deu bardan
Jai jai jai maha devi x2

Deu bardan hey maa x2

Ni sa re re re re
Ni re sa sa sa sa

Sur yo sargam
Timrai rachana ho
Timrai ho mahima
Sur yo sargam
Timrai rachana ho
Timrai ho mahima

Gauna saku ma
Timro mahima
Gauna saku ma
Timro mahima

Yehinai deu
Bardan hami lai
Deu bardan hey maa"
nepali,Bagdai Gareko,1974 AD,"1 Contributor
Bagdai Gareko Lyrics
[Verse 1]
बग्दै गरेको, निस्चल खोला झै
बग्दै नै छ समय हाम्रो यो
डुब्न हिडेको सुर्य घाम झै
डुब्दै नै छ जिन्दगी हाम्रो यो

[Verse 2]
जिन्दगी एउटा अन्योल यात्रा हो
भोली के हुने केही थाहै हुँदैन
तर मेरी मायालु जस्तो जे भएपनी
मेरो माया तिमीलाई कहिले मर्ने छैन

[Chorus]
चाहना त सधैं भरी साथ् रहनु हो
बाचुन्जेल तिमीलाई माया गर्नु हो
तिम्रो निम्ती सास फेरि रहनु हो
मेरो माया मात्र तिमी भन्नु हो

[Verse 3]
सोचे जस्तै
सधैं सँगै
हुन कहाँ सक्छौँ र
हामी सधैं यस्तै

[Chorus]
तर मेरी मायालु सँगै नभए पनि
मेरो माया तिमीलाई कहिले मर्ने छैन
चाहना त सधैं भरी साथ् रहनु हो
बाचुन्जेल तिमीलाई माया गर्नु हो
तिम्रो निम्ती सास फेरि रहनु हो
मेरो माया मात्र तिमी भन्नु हो"
romanized,KAALO (Purple Melody Remix),Uniq Poet,"1 Contributor
KAALO (Purple Melody Remix) Lyrics
[Intro]
U-N-I-Q
O-M-G, 2019

[Verse 1]
Feri ko jagyo
U-N-I-Q
Hidirathey afnai bato
Tara bhanna thaley, ""Nep Hop needs you""
Tesaile farke tatauna jiu
Mero flow aago, chaina selako
Tero k bhako, mero bela bho, chela ho
Class suru huna lagyo
Sab jana golo pari bhela ho
Ta bheda bro ma neta ho
Sun bhasan yo keta ko
Tero nathe power kallai dekhako?
Ellai thik parta mera keta ho
I'm just kiddin', I don't resort to violence
Plus my mama taught me how to kill 'em all with kindness
Tara maaf pau ama timro choro aba thiss bho
Raw barz taakaa dekhinai man ma mero rish thyo
Tei rish thupridai gayera banecha bispo
Ani aja achanak yo beat sunnasaath geet bhanera niskyo
Bisfot, atanka
Tannai bho nabheteko afanta
Kalanka, kulanghhar, khattamai bhayecha ni kancho ta
Talai baal chaye ma je sukai garum
Chaye bachum chaye marum baru euta sacho kura bhanum?"
nepali,Indradhanush,Luckey,"4 Contributors
Translations
Indradhanush Lyrics
[Verse 1]
लुकामारी खेलामा, मलाई समाइ बाहिर निकाल
पच्छ्यौरिलाइ तानेर मलाई तिम्रो बाटो देखाएर
आउ एकान्तमा धेरै बसेँ, ल तिम्रो कुरा भन
आउ मलाई पनि डर लाग्छ अँध्यारा कोठासँग

[Chorus]
इन्द्रधनुष खोजि ल्याउ
इन्द्रधनुष खोजि ल्याउ
इन्द्रधनुष खोजि ल्याउ
इन्द्रधनुष खोजि रङ्ग कोरि ल्याउ

[Verse 2]
सबै कुरा बिर्सेछु, तर तिम्रो याद आइरहन्छ
स्तव्ध मेरा ओठलाई केहि कुरा भनि हँसाएर
आउ मेरा हात समाइ तिमी पाइला टेकन भन
आउ मलाई पनि डर लाग्छ अँध्यारा कोठासँग

[Chorus]
इन्द्रधनुष खोजि ल्याउ
इन्द्रधनुष खोजि ल्याउ
इन्द्रधनुष खोजि ल्याउ
इन्द्रधनुष खोजि रङ्ग कोरि ल्याउ

[Bridge]
रङ्ग कोरि ल्याउ
रङ्ग कोरि ल्याउ
रङ्ग कोरि ल्याउ
रङ्ग कोरि ल्याउ
रङ्ग कोरि ल्याउ
रङ्ग कोरि ल्याउ"
romanized,Accent,LEGITHIPHOP,"1 Contributor
Accent Lyrics
[Intro Chorus]
And mero naam chai vannu parda subham
Subham su su subham
Mero naam chai vannu parda subham

[Intro]
Back with another beat
Snap to smotherin' heat
Nod your fuckin' head (yeah)
Nod your fuckin' head (yeah)
Whack and repeat
Smack, smother and beat
Ma, I found my lead (yeah)
Found my fuckin' lead (yeah)
I rap with the heat
Your verses are weak stacked
Summer just drowned away
Drowned away, the soundest way
I found today
The cold days are here
Needa shed some tears
Coz ya'll need to make an appeal
That's ideal, ya feel?

[Verse 1]
I no fake an accent
I break an accent
I drape an accent
And re fuckin' shape that accent
Fuckin' audiotape an accent (Fire!)
'Till it faaaaaaakin makes sense (yeah!)
Rape an accent and take it
Where my grapes and ax went
To my fuckin' heels, till the fuckin' ax bent
Ay, ay, ay, ay, ay, ay, ay, ay
On my stuntin' knees, i bend stainless steel
So you can just chill fore you get peeled
The fuck down like some ten 'o eight steel
Ay, ay, ay, ay, ay, ay, ay, ay
Chemistry bars so you know i'm for real
Like a seven inch heel"
romanized,Aaja ko Raat,Prince shrestha,"1 Contributor
Aaja ko Raat Lyrics
La la la la la la
La la la la la la
La la la la la la
La la la la la la

Aaja kooo raat
Aashu ko barsattt
Kei hei kura bujxauuuuu
Ya
Bujera man chub xaaaa
(Yeah)

Ashuu khas xaa
Maya harayo dastoooooo
Feel hunxaa
Sano tino kuraaa
Dheraii thuloooo lag xaaa
Maya nabujey ho ki mailay
Yo K vaxa
Tmro call naauda
Din ujad lag xa
Jaba Kura hunxa
Sano sanoo kura ma ni Bajxa
Mero risauni baniii dekhi
Malai afai mai darlagxa
Timro fakauni bani dekhi
Malai achhamma lagxaa
Zero to the low i am now good mood
Feel hunxaa
Tme mero ausadii vaxaaaa"
nepali,Kina Bhanenau,Prajina,"2 Contributors
Translations
Kina Bhanenau Lyrics
[Verse 1]
गर्जिने बादलसरि
टुक्रिने मुटु बनी
गयो हाम्रो समय
कल्पनाहरूभरि
तिम्रो मुहार कति
आउँछ तिमीलाई के भनूँ?

[Pre-Chorus]
मन भारी-भारी लाग्छ
तिम्रो आँखा अन्तै जुद्धाखेरि
के गरूँ-गरूँ लाग्छ
तिम्रो मन अन्तै डुल्दाखेरि

[Chorus]
किन कहिल्यै भनेनौ
किन कहिल्यै भनेनौ
फेरिने मनको बारेमा?
किन भनेनौ र?
किन कहिल्यै भनेनौ?
किन कहिल्यै भनेनौ?
तिम्रो माया नि मरेछ
किन भनेनौ र?

[Verse 2]
बाँकी रहेन केही
खोजेँ संसारभरि
के थियो र हाम्रो सम्बन्ध? (सम्बन्ध)
ओठैमा नाम पनि
अल्झी बसेको छ नि
बोलाऊँ म तिमीलाई कसरी? (कसरी?)"
romanized,Jana Maan,Yatrii,"1 Contributor
Jana Maan Lyrics
[Chours]

Jana maan raichha timilai Chodyera

Gayeu ruyera maan mero todyera

Pailyae pauna maan theyo

Ahilye khusi huna maan Chhaa timilai bhulayera


[Bridge]

Rokna kaha sakinchha ra janaye lai
Janyae manchhyae jado raichhan thahai napai
K vannu ko aafno ko parai
Khoi vetina basna ful haruma
Santi khojnu kaha khai kun mandira ma
Pailyae jasto chhain harsha umanga yo maan ma
Fikka lagchha charai tira timibina

[Verse]

Jindagi vo kalpanik
Basirada piratiko daas bani
Samaylaye neto katda
Naya xaina naya sal pani
Aaba
Maan ma, pida hunxa aaja
Jaba, vetxu Yaad haru matra
Sunko khoj ma heera Chodeu
Bato modyeu antai katha koryeu
Mali khaderi vo Jeune aash yo jindagi ko"
romanized,Concrete Mountains,Tamang,"1 Contributor
Concrete Mountains Lyrics
[Verse 1: Tamang]
I think about you every night and day (UH)
Remembering the times when we would go outside and play
We were just kids in the Nepalese summer (YUH)
But ever since then, life has only been number, life has only been pain (FUCK)
I keep you in my thoughts just to block out all the rain (UH)
I don't wanna come off like I'm rapping 'bout the same shit, (BRUH) about this thug life
Balancing monkhood, just tryna get my funds right (uh-huh)
But I don't see no future in this game (CUNT)
What's Nepalese Murder Rap when you ain't got no cash to your name? (PREACH)
Hittin' licks on my former brothers, the real G's (BITCH)
I'm sorry that I resorted to theft in my need (SORRY)
I look in the mirror and I don't like what I see (NUH-UH)
Corrupted by the fame and the power and the greed (FUCK THAT)
We just need to find a way outta these concrete mountains, (YUH) these concrete mountains (yuh)

[Chorus: Tamang]
And I (WE THE BEST MUSIC)
I never thought that I would get this far (AUDIOJUNGLE)
But when you ain't with me I just seem to fall into the chasm of my heart (LET THAT BOY COOK)

[Verse 2: Tamang]
Ayo, my mom's gay, my sister fucked my uncle, and my dad's dead
My auntie's smoking crack with my cat named Flatbread
I just met God and he seemed like a nice guy
But he wouldn't let me commit more genocide
And when I think about it, I really never was no monk
I'm just a punk
Living in Nepal like it's Ghana, being held hostage by [REDACTED]
This is not a song, this is a cry for help
Bitch, I go hard in the monastery
And a couple [unintelligble]
[?]
AYE
[crying]"
nepali,Hardina,Tunna Bell Thapa,"1 Contributor
Hardina Lyrics
[Verse 1]
सोचेँ जस्तो, खोजेँ जस्तो
नपाइने कहिल्यै यहाँ
हासोँ सधैँ एकैछिनको
आसुँ किन होला राम्रो देखीने आखै मा?
सम्झना रमाइलो एकैछिनको
याद बनी सताउने बहाना हो
तस्बिरले एकैछिन आनन्द दिद छ
नपाएको मायाँ धेरै शुद्ध
रित्तो भावना मन मरीजान्छ
खोली पोखुँ कसरी म?
कुन दिन अन्तिम भेट हुनेछ
कुन रात अन्तिम निद्रा
हासेर साचेका सबै पलहरु
जाने होलान जलेर
मायाँ मेरो साचो, झुटो
निदाउनु अघी तिम्रै यादले
सपना भरेको छु मैले
तर फेरी घाम लाग्ला यहाँ
फेरी पानी पर्ने होला तर म
हार्नेछैन, म कहिल्यै हार्दिन

[Verse 2]
को यहाँ तिम्रो? न कोही मेरो
ताराहरु किन चम्किने होलान अधेरीमै?
जीवन हाम्रो आउनु, जानु
हरेक लिएको सास सायद दोस्रो मौका त हो
आशाले भरलाई कहिले बुझ्दैन
साचेको मायालाई फुल चाहिदैन
मन सम्हाली अडकिनु छ
हेर्ने आखाँमा संसार हुन्छ
देखिनलाई त आकाश नी रुन्छ
बुझी सम्झाउ कसरी म?
जती टाढा उडे नी म
मेरो मनको मान्छे तिमी
रमाएर सबै एकैछिनलाई
यि नयनले छले पनी
मायाँ मेरो साचो, झुटो
निदाउनु अघी तिम्रै यादले
सपना भरेको छु मैले
तर फेरी घाम लाग्ला यहाँ
फेरी पानी पर्ने होला तर म
हार्नेछैन, म कहिल्यै हार्दिन"
romanized,Ramta Jogi,Bishesh Silwal,"2 Contributors
Ramta Jogi Lyrics
[Intro]
Nachideu Nachideu , Sabbai Dukha Bhuli Nachideu
Hasideu Hasideu Timi....

[Hook 1]
Nachideu Nachideu , Sabbai Dukha Bhuli Nachideu
Hasideu Hasideu, Dil Kholi Timi Hasideu
Nachideu Nachideu , Sabbai Dukha Bhuli Nachideu
Hasideu Hasideu, Dil Kholi Timi Hasideu

[Verse 1]
Mero Samu Timi, Aai Muskurau Na
Timro Tyo Muskanma, Malai Dubauna...
Mero Samu Timi, Aai Muskurau Na
Timro Tyo Muskanma, Malai Dubauna...

[Chorus]
Ramta Jogi Hu Ma, Ramerai Bachne Chu
Kasaile Rokdaina Malai
Ramta Jogi Hu Ma, Ramerai Bachne Chu
Kasaile Rokdaina Malai

[Hook 2]
Nachideu Nachideu , Sabbai Dukha Bhuli Nachideu
Hasideu Hasideu, Dil Kholi Timi Hasideu
Nachideu Nachideu , Sabbai Dukha Bhuli Nachideu
Hasideu Hasideu, Dil Kholi Timi Hasideu"
nepali,Eutai,Salil Maharjan,"1 Contributor
Eutai Lyrics
[Verse 1]
एउटै छ मन
एउटा यो जिन्दगानी
एउटै छ कथा
थुप्रै छ जिद्दी बानी
सारा संसारले
मलाई नै एक्लै पार्यो
तर तिमीले घाम बनि त्यो छायाँ ढाल्यौ
किन छ गाह्रो, छ मुटु तिम्रो साह्रो मेरो छेउमा बसि देउ न
किन भन्छौ भोलि, भोलि भन्दा हुन्छ पर्सी, कुनै दिन मेरोलाई आउन
Tell you those three words, ""Heartbreaks and freefalls,"" मेरो मुटु थापि देउ न
Just how would I know?

[Chorus]
एउटै छ कुरा (To fall in love)
एउटै चाहना (To fall in love)
एउटै छ पिडा (Oh, I'm in love)
सधैं हुन्छ यो किन, यो किन, यो किन?
एउटै छ कुरा (To fall in love)
एउटै चाहना (To fall in love)
एउटै छ पिडा (Oh, I'm in love)
सधैं हुन्छ यो किन, यो किन, यो किन?

[Verse 2]
सारा खुशी तिमी सोचे, सोचे जस्तो हुन्न भने
एउटै गीत सबैले किन गाउछ?
मैले भनेको यो शब्द अरूले नि भनि सके अब भएँ म अर्थ न व्यर्थ
शब्दले वरण गरन सक्दैन, ""तिमीलाई""
गीत भनि लेख्दै छु तिम्रो मन जित्नलाई
शब्दले वरण गरन सक्दैन, ""तिमीलाई""
गीत भनि लेख्दै छु तिम्रो मन जित्नलाई"
romanized,Treat You Right,Sudhan Gurung,"1 Contributor
Treat You Right Lyrics
[Intro]
Gorkhe-On-The-Track-Boy

[Verse 1]
Baby, would you take a chance?
I just wanna hold ya hands
I just wanna be the one to love you
With everything I have

Do you feel about me same way that I do?
Do you think about me shawty when I’m not with you?
I just wanna kiss ya lips
Shawty, I just wanna taste ya love

Let me do you right
Baby, Lemme do you right
I know your man ain’t doing you right
I just wanna love ya
Show you baby what ya worth

The way you look at me shawty, I know you want me!
The way you look at me, shawty, I know you want me!
I would never change
Shawty, don’t pretend
Give you what you’ve been missin'"
nepali,Maya Nai Ho,Monkey Temple Nepal,"1 Contributor
Maya Nai Ho Lyrics
[Verse 1]
माया, माया नै हो
मन, मनमा यो
माया नै हो, छायाँ तिम्रो
साथमा यो, माया मेरो
माया नै हो

[Verse 2]
घाम र छायाँ झैँ यो
जीवन तिम्रो मेरो
कहिले त्यो खुसी तिम्रो
आँशुमा साथ मेरो
माया नै हो, माया तिम्रो (माया तिम्रो)
माया नै हो, तिम्रो मेरो (तिम्रो मेरो)
साथमा यो, छायाँ तिम्रो

[Chorus]
माया नै हो, माया नै हो
माया नै हो, माया नै हो

[Verse 3]
माया सँगै साटौला यो
भन्छन् अझै बढ्दछ यो
साटेमा यो, साथ हाम्रो
साटेमा यो, माया हाम्रो
बढ्दछ यो"
nepali,Aago Ho,B-8eight,"2 Contributors
Aago Ho Lyrics
[Intro]
What's up, KTM city?
B-8eight is back
B-8eight is back
Haha, this is how we do it
We're 'bout to burn this shit up
Let's burn this shit, man

[Chorus]
B-8eight एउटा आगो हो सल्किदै छ यसरी
लाग्ने छ डढेलो यहाँ निभाउछस् तँ कसरी
B-8eight एउटा आगो हो सल्किदै छ यसरी
लाग्ने छ डढेलो यहाँ निभाउछस् तँ कसरी

[Verse 1: Thujey]
जिभ्रो मेरो बाठो भोकी बोली मेरो तितो हो?
भोटे पारे जातले म चरित्र नै के चर्को भो
पाँच feet पाँच inch उचाइ मेरो, ६८ को ज्यान यो
B-8eight आगो हुँ म, निर्देशक शब्दहरूको (Action)
संख्यात्मक रुपमा थोरै होलान मेरा शुभचिन्तक
सरल व्यक्तित्व मेरो सोचाइ फेरि आक्रम्क (Yeah)
धेरै भो चुप लागेर बस्ने हो अब कति?
सन्तुलनमा रखेँ थिए हेरलास् है हाम्रो गति
अक्षर केर्न मात्र सिपालु छैन्न यि हातहरू
तरे सोलोक भन्दा चर्को मर्दले फेर्ने सास बोरु
व्यापारिक विश्राम सरि क्षणिक केही दिनमा नै लोप
मनोरञ्जनको साधनको रुपमा हुन्छस् तँ प्रयोग
छैन व्यतिगत रिशग, भन्दिन तँ छस् खराब
वास्तबमै नढाँटी भन्दा आवश्यक छ तँलाई पाठ
रहर पुग्यो कि अझै बाँकी छ तेरो नाटक?
सुन् क्रमसै घट्ने छ आज देखि तेरो पाठक"
nepali,Timrai Nai Ho,Doleck,"1 Contributor
Timrai Nai Ho Lyrics
[Chorus]
मेरो मनको सबै कुरा, तिमीलाई म भन्न चाहन्छु
तिम्रै मनको सबै कुरा, तिमी केवल मलाई सुनाउ
मेरो मन, तिम्रै नै हो

[Verse 1]
दिन बित्छ तिम्रै साथमा, रात बित्छ तिम्रै यादमा
अनी तिम्रै याद्ले जगाउछ माया, रात भरी तिम्रै रहरमा
मेरो मन, तिम्रै नै हो

[Bridge]
म तिम्रै हाथ थामी देउला, सधैको लागि
म तिम्रै आँखामा दुबी देउला, सधैको लागि
म तिम्रै हाथ थामी देउला, सधैको लागि
म तिम्रै आँखामा दुबी देउला, सधैको लागि

[Chorus]
मेरो मनको सबै कुरा, तिमीलाई म भन्न चाहन्छु
तिम्रै मनको सबै कुरा, तिमी केवल मलाई सुनाउ
मेरो मन, तिम्रै नै हो

[Outro]
तिम्रै नै हो , तिम्रै नै हो
तिम्रै नै हो , तिम्रै नै हो
तिम्रै नै हो , तिम्रै नै हो
तिम्रै नै हो"
romanized,Samriddhi Rai - Akanksha (Romanized),Genius Romanizations,"1 Contributor
Samriddhi Rai - Akanksha (Romanized) Lyrics
[Verse 1]
Manko kura aankhale garchou
Tara shabda boldeinou kina?
Baadal khelchan aakash mathi
Ani dhartima timi ra ma

[Chorus]
Bhana je chan lukeka kura
Aakankshya kehi nahos apura
Badalindei chan samayako prahar
Naya pal, noulo rahar

[Verse 2]
Purana mahal, sapanako shahar
Shaudei titho samjhana
Mousamle lyayo aafnei geet
Ani gauchou timi ra ma


[Chorus]
Bhana je chan lukeka kura
Aakankshya kehi nahos apura
Badalindei chan samayako prahar
Naya pal, noulo rahar

[Bridge]
Raatko andherilai, pyaro tyo juneli
Timro mero mayale lyayo ke ujeli"
