category,title_clean,artist_clean,lyrics_devanagari,line_count,char_count,script_style_original,script_style_cleaned,transliterated,source,stage,source_url
nepali,Ma ta Lali guras bhaye chu Lyrics by Narayan Gopal - Paan Ko Pat,,"म त लालि गुराँस भएछु
बनै भरि फूली दिन्छु
मनै भरि फूली दिन्छु
फाँटहरुले कस्लाई पुग्छ, भिरमा पनि फूली दिन्छु
खुशी मात्र कहाँ हुन्छ, पिरमा पनि फूली दिन्छु
हेरी दिने कोही भैदिए, नानी भित्र फूली दिन्छु
लाइ दिने कोही भैदिए, सिउदो भरि फूली दिन्छु
म त लालि गुराँस भएछु
बनै भरि फूली दिन्छु
मनै भरि फूली दिन्छु",10,300,devanagari,devanagari,0,site_paankopat.com,site_paankopat.com,https://paankopat.com/2012/01/07/ma-ta-lali-guras-bhaye-chu-lyrics-by-narayan-gopal/
nepali,Mai Jamla मै जाम्ला Lyrics - Prakash Dutraj - Paan Ko Pat,,"मै जाम्ला भै जाम्ला
आकाशै चरी झैं..
फुल फुल्यो भिरैमा
के लाउली शिरैमा ।।
दुखै छ झोलीमा
बगाम्ला खोलीमा ।।
पिर जुनी भरीलाई
नउड्नी चरीलाई ।।
मन भारी भारी छ
बिसौनी पारी छ ।।
घाम राम्रो डाँडैमा
लागेन आडैमा ।।",12,203,devanagari,devanagari,0,site_paankopat.com,site_paankopat.com,https://paankopat.com/2023/12/27/mai-jamla-%e0%a4%ae%e0%a5%88-%e0%a4%9c%e0%a4%be%e0%a4%ae%e0%a5%8d%e0%a4%b2%e0%a4%be-lyrics-prakash-dutraj/
nepali,Maile Ba Aama Tyagera -Lyrics / Anju Panta - Paan Ko Pat,,"मैले बा आमा त्यागेर रोजेको माया ले ढोका दिय,,,
( मैले बा आमा त्यागेर रोजेको माया ले ढोका दियो )२
(मनको त सारै कुरुप रैछ
रुपमा त सारै राम्रो थियो )२
मैले बा आमा त्यागेर रोजेको माया ले ढोका दियो,,,
( बा ले भन्थे यो तेरो प्रेम
दुइ दिनमै झर्ने फुल हो भनेर )२
आमा ले भन्थिन ए छोरी बैशको ठुलो यो भुल हो भनेर
सुनीन मैले कसैको कुरा
माया नै मेरो सब थोक भनेर
मैले बा आमा त्यागेर रोजेको माया ले ढोका दियो,,,
(माया गर्थे संशारै भुली मा प्रेमको सारै अन्धी बनेर )२
खेलौना सम्झी खेलाई छाड्यो मलाइ उसले सोझी देखेर
के था मलाइ त्यो हासो भित्र एति ठुलो घात हुन्छ भनेर
मैले बा आमा त्यागेर रोजेको माया ले ढोका दियो,,,,,
एचटीटीपीएस://डब्ल्यूडब्ल्यू.युट्युब.सीओएम/वाच?वी=एच62एमएचआईडब्ल्यूडी
#अञ्जुपन्त
#हरिहरखानीय
#न्यूनेपालिसंग
#नेपालीसंग
#बिक्रमबुढाथोकी
#शिल्पपोखरेल
#प्रमितराजघटनी
#बिक्रमचौहन
#न्यूजोङ
♬ वोकल:-
अन्जु पन्त
@अन्जुपन्टाअफिसियल
♬ लिरिक्स | म्युजिक:-
हरिहर खनिया
♬ म्युजिक एरेन्जर:-
बिशाल निरोउला
@बिशालनिरोउला1153
♬ मिक्सिङ | मास्टरिङ:-
राजकुमार बगर
♬ स्टुडियो:-
त्रिवेणी डिजिटल, अनामनगर
♬ आउडियो | विदेओ:-
हरिहर खनिया अफिसियल
🎬️ विदेओ क्रेडिट्स:-
🎬 स्टोरी | कन्सेप्ट | डाइरेक्सन:-
बिक्रम चौहाँ
🎬 कास्ट:-
बिक्रम बुढाथोकी
शिल्पा पोखरेल
प्रमिता राजघटानी
🎥 सिनेमाटोग्राफर:-
प्रकाश खड्का & टिम
🎬 विजुअल एडिट | कलर:-
मिलान बिशोवकर्मा
🎬 मुआ:-
सबिना अपरेटी
🎬 एएसएसटी. क्यामेरा:-
प्रशान्त केसी
🎬 लाइट & टेक्निकल:-
माधव खत्री
रमेश महरा
शिरिष खड्का",58,1331,mixed,devanagari,1,site_paankopat.com,site_paankopat.com,https://paankopat.com/2023/06/21/maile-ba-aama-tyagera-lyrics-anju-panta/
nepali,Maile Punya Man Paraye Lyrics by Narayan Gopal - Paan Ko Pat,,"मैले पुण्य मनपराएँ, या पाप मनपराएँ
जे होस् मैले तिमीलाई, चुपचाप मनपराएँ
जब फुल र काँडा दुइटा, सँगै रमाउन सक्छ
जब दागको रंगमा पनि, टिका समाउन सक्छ
नसोध मैले गर्दा या पाप मनपराएँ
जे होस् मैले तिमीलाई चुपचाप मनपराएँ
तिमीसँग लिनुपनि छ, तिमीलाई दिनुपनि छ
हाम्रो हिसाब किताबमा, सजाउनु पनि छ
यो हिसाब लिएर तिमीलाई, बेहिसाब मनपराएँ
जे होस् मैले तिमीलाई, चुपचाप मनपराएँ
जे होस् मैले तिमीलाई, चुपचाप मनपराएँ",11,397,devanagari,devanagari,0,site_paankopat.com,site_paankopat.com,https://paankopat.com/2012/01/07/maile-punya-man-paraye-lyrics-by-narayan-gopal/
nepali,Malai Chodi mero chaya katai jharecha Lyrics by Narayan Gopal - Paan Ko Pat,,"मलाई छोडी मेरो छाँया, कतै झरेछ। ...२
तिमीसंग आईपुग्दा, साझै परेछ।
मलाई छोडी मेरो छाँया, कतै झरेछ।
तेसै कतै बिते मेरा, चिसा-चिसा रातिहरु।...२
तातो माया सँगालेर...२,खोजीरहे साथीहरु...२।
वैश छँदा नभोगेको, रातै ढलेछ।
तिमीसंग आईपुग्दा, साझै परेछ।
मलाई छोडी मेरो छाँया, कतै झरेछ।
नलेखेको गीत मेरो, पाखाभरि गाए जस्तो। ...२
नदेखेको माया मेरो...२, आँखाभरि पाए जस्तो...२।
जिन्दगीको छेउमा कतै, ज्योती झरेछ।
तिमीसंग आईपुग्दा, साझै परेछ।
मलाई छोडी मेरो छाँया, कतै झरेछ।",13,456,devanagari,devanagari,0,site_paankopat.com,site_paankopat.com,https://paankopat.com/2017/01/07/malai-chodi-mero-chaya-katai-jharecha-lyrics-by-narayan-gopal/
nepali,Malai Jindagi Yo Lagdachha Lyrics by Narayan Gopal - Paan Ko Pat,,"मलाई जिन्दगी यो लाग्दछ, तिमी भन्दछौ यो पीर हो।
जे छन, सबै ति व्यर्थ छन, तिमी भन्दछौ यो प्यार हो।
मलाई जिन्दगी यो लाग्दछ।
बहकिन्छु म सन्तापले, सल्केर आगो जल्दछु।
खाली भएर सुन्य झैँ, यहाँ खण्ड हरुझैँ जिउदछु।
मेरा सारा-सारा अभावलाई, आकाश मेरो भन्दछु।
तर मोहलाई म के भनु, तिमी भन्दछौ यो भार हो।
मलाई जिन्दगी यो लाग्दछ।
पोखिएकै म पानी भै, कहीं शीत भै म अल्झिए।
थाम्न नसक्दा वेदना, कहिँ घाऊ भएर बल्झिए।...२
निर्दोष अनेक नजरमा म, आँशु बनेर रोकिए।
मझधार लाई म के भनौ, तिमी भन्दछौ यो किनार हो।
मलाई जिन्दगी यो लाग्दछ, तिमी भन्दछौ यो पीर हो।
मलाई जिन्दगी यो लाग्दछ।",14,555,devanagari,devanagari,0,site_paankopat.com,site_paankopat.com,https://paankopat.com/2015/01/07/malai-jindagi-yo-lagdachha-lyrics-by-narayan-gopal/
nepali,Malai Maaf Garideu Lyrics by Narayan Gopal - Paan Ko Pat,,"मलाई माफ गरिदेउ मेरा लोभी नजर
कहीं कसैमा डुबेछ भने
म त खोजीरहेछु हरेक चेहेरामा
मेरी सपनाकि एक प्रियसी मायालु
उ आँउछे सधैं म निदाएको बेला
अनि बस्छे मेरो छातीमा
उ साट्छे सधैं मेरा पिरहरुसित
उसका मिठा मिठा भावना
मलाई माफ गरि देउ मेरो प्रेमको कुरा
कही कसैलाई बिझेछ भने
म त खोजीरहेछु हरेक चेहेरामा
मेरी सपनाकि एक प्रियसी मायालु
उसको आँखा र ओठ मेरो रोदीघर हो
उसको छाती मेरो बास हो
उसको आँशु बर्षा उसको सुस्केरा शिशीर
उसको मुस्कान मेरो मधुमास
मलाई माफ गरिदेउ मैले मृगतृष्णा
कहीं कसैमा देखेछु भने
म त खोजीरहेछु हरेक चेहेरामा
मेरी सपनाकी एक प्रियसी मायालु",20,546,devanagari,devanagari,0,site_paankopat.com,site_paankopat.com,https://paankopat.com/2005/01/07/malai-maaf-garideu-lyrics-by-narayan-gopal/
nepali,Malai Nasodha kaha dukhcha ghau Lyrics by Narayan Gopal - Paan Ko Pat,,"मलाई नसोध कहाँ दुख्छ घाऊ। ...२
म जे छु, ठिकै छु, बिथोल्न न आउ।
मलाई नसोध, कहाँ दुख्छ घाऊ।
मेरो जिन्दगीमा सधै यो उदासी।
सकेकै छु जिउन, कहिलै नहासी।
मेरो घाउ तिमी नहासे पो दुख्छ। ...२
त्यसैले म भन्छु तिमी मुस्कुराउ।
मलाई नसोध, कहाँ दुख्छ घाऊ।
कतै बिरानिमा हराए भने म।
कतै बेहोशीमा कराए भने म।
मेरो प्राप्ती त्यहि, यति ठाने पुग्छ।
मेरो घाउ तिमी नहासे पो दुख्छ। ...२
अध्यारोमै छोड दियो, नजलाउ।
मलाई नसोध, कहाँ दुख्छ घाऊ।",14,416,devanagari,devanagari,0,site_paankopat.com,site_paankopat.com,https://paankopat.com/2005/01/07/malai-nasodha-kaha-dukhcha-ghau-lyrics-by-narayan-gopal/
nepali,Malai Yo Jindigi Le Kaha Puryao - Paan Ko Pat,,"मलाई यो ज़िन्दिगीले कहाँ पुरायो।...2
कहीले हसायो, कहीले रुवायो।...2
आफ्नै संग छुटाएर एक्लो बनायो।
मलाई यो ज़िन्दिगिले कहाँ पुरायो।...2
[धरै हीडे बाटो हरु, धेरै तरे खोला।
आफ्नै संग बीछोढिने कस्तो भाग्य होला?] ...२
नीयति को घाम-पानीले पोल्यो रुझायो।
मिठा मिठा सपना पनि यस्ले उढायो।
मलाई यो ज़िन्दिगीले कहाँ पुरायो। ...२
[जता टेकु काढै-काढा, टेक्ने ठाउ छैन।
पराई भै बाच्न मलाई अब मन छैन।] ...२
कता छुटे रहर, कहाँ खुसी हरायो
किन होला विधाताले आशु जुरायो
मलाई यो ज़िन्दिगीले कहाँ पुरायो। ...२
कहीले हसायो, कहीले रुवायो।...2
आफ्नै संग छुटाएर एक्लो बनायो।
मलाई यो ज़िन्दिगिले कहाँ पुरायो।...2",17,585,devanagari,devanagari,0,site_paankopat.com,site_paankopat.com,https://paankopat.com/2012/01/07/malai-yo-jindigi-le-kaha-puryao/
nepali,Malami Lyrics Yama Buddha - Paan Ko Pat,,"मा एउटा आन्दो चाहल पहल मा लद्धु
साथी भाई ले मौकामा फैदा उठाये भरपुर
के तेही पानी मा हुन्चु होला सक्च्याम
किना देख्दै चा मा मा पागलपन को लक्च्यान
के मा आफ्नो हक को लागी पानी नलढ्नु
लाज्जा रा घृणा लाग्दो समाज कसरी मा नमर्नु
ज्यानमी देखि खुट्टा हाथ मेरो बढियेको
बच्न नपाये पानी सपना त्यो सचियेको
पराये संग बस्नु पर्चा भञ्चन
तारा यहा आफ्नै बाटा आनै मर्चन
हे आमा मा यो कस्तो गीत गाउँदै चु
थकित भयेर स्वोर्ग को धोका ढक्ढकाउदै चु
सोच बिचार गर्चु मा बिच मा हराउँदिन
जे सत्य हो त्यो बोल्चु मा सिधा डराउदिन
मात्र भगवान ले निकाल्ने चान सबै निस्कर्ष
नरौ येदी मैले गरे आर्य घाट को इस्पर्श
(नरुनु तिमी मेरो सरिर आगो मा रनकडा
चिसा लुगा लियेर मलामी टीआई फर्कदा
मलाई ता धेरै ताधा जानु चा
सन्त दुनियामा एकलाई हराउनु चा)एक्स2
राप वेर्से:1
यो कुनै लढाई होइयन संगर्ष हो
प्रयत्न पानी हैन फाल प्रसङ्ग को
यो हो एक थकित युबा को इच्या
पुगी सक्यो जसलाई थिचो मिचो रा इर्स्या
आन्दो समाज मा रन्तान्दो को बकवास
धेरै भोका पेट हरू चैन यहा कपाश
चैन घरबार तारा ठडिन्छ दरबार
केही हुने चैन आओश जे सुकै को सरकार
हाम्रो पढाई हुनु घुम्नु पर्दैन संसार
एउटा म्याग्नेले नी दिना सक्च सिक्च्या
हुनु पर्चा इच्या आँखा अघिनै चा बिध्या
सोच्नै हो सुरुवात खोज नै हो गुरुबा
हाम्रो पानी दोष चा यहा थोस् पलाइन् ना हुनु मा
उचायी नचुनु मा
मलाई केही मा गर्भ चैन
मर्नु मार्नु बाहेक हाम्रो कुनै पर्व चैन
येसरी बच्नु भन्दा ता मर्नु कुनै लाझ चैन
(नरुनु तिमी मेरो सरिर आगो मा रनकडा
चिसा लुगा लियेर मलामी टीआई फर्कदा
मलाई ता धेरै ताधा जानु चा
सन्त दुनियामा एकलाई हराउनु चा)एक्स2
मलामी लिरिक्स इन नेपाली
म एउटा अन्दो , चहल पहल मा लत्तु
साथीभै ले मौक म फैद उथए भर्पुर्
क तेइपनी म हुन्छु होला सक्ष्यम्
किनअ देखिदै छ म म पगल्पन को लक्ष्यन्
क म आफ्नो हक को लागि पनि नलदु
लज्ज रह घृन लाग्दो समज म कसरी नमरु
जन्मे देखी हात खुत्त मेरो बदिएको
बच्न न पए पनि सप्न थियो सचिएको
परए सँग बच्नु पर्छ भन्चन्
टरा यहाँ तह आफ्नो बाट आफ्नै मार्चहन्
हेरी आम म यो कस्तो गीत गौदैछु
ठकित वएर स्वर्ग को धोका दक्डाँकाउदैछु
सोच बिचार गर्छु म बिच म हरौदिन
ज सत्ए हो त्एही बोल्छु म सिध डरउदिन
मात्र भग्वान ले निकल्ने छन सबै निस्कर्श
णरौ एदी मैले गरे अर्यघाट को स्पर्श
णरौ तिमी एदी मेरो सारीइर आगो म रन्कद
चिसो लुगा लगएर मलमी म फर्कद
मलाई तह धेरै तदा जानु छ
सानो दुनिय म एक्लाई हरौनु छ
णरौ तिमी एदी मेरो सारीइर आगो म रन्कद
चिसो लुगा लगएर मलमी म फर्कद
मलाई तह धेरै तदा जानु छ
सानो दुनिय म एक्लाई हरौनु छ
यो कुनै लडाईं होएन सँगर्शा हो
प्रायत्न पनि होएन फल प्रसन्शा को
यो हो एक थकित युवा को इक्ष्य
पुगिसक्यो जस्लाई थिचोमिचो रह इर्श्य
एन्डहो समज्मा रतन्दो को बक्वस्
ढेरै भोको पेत हरु छैन यहाँ कपस्
छैन घर्बर तर थदिन्छ दरबार्
केही हुनेछैन आवोस जो सुकै को सरकार
राम्रो पदै हुन घुम्न पर्दैन संसार
एउटा मग्ने ले नि दिना सक्छ सिक्ष्य
हुना पर्छ इक्ष्य, आख अघी नै छ बिद्या
सोच नै हो सुरुवत्, खोज नै हो गुरुब
हाम्रो पनि दोश छ यहाँ थोस भलाई नहुनु म
उचै न छुनु म, मलाई केहि म गर्ब छैन
मर्नु मार्नु बहेक हाम्रो म कुनै पर्ब छैन
यसरी बच्नु वन्द तह मर्नु म कुनै लज्ज छैन
णरौ तिमी एदी मेरो सारीइर आगो म रन्कद
चिसो लुगा लगएर मलमी म फर्कद
मलाई तह धेरै तदा जानु छ
सानो दुनिय म एक्लाई हरौनु छ
णरौ तिमी एदी मेरो सारीइर आगो म रन्कद
चिसो लुगा लगएर मलमी म फर्कद
मलाई तह धेरै तदा जानु छ
सानो दुनिय म एक्लाई हरौनु छ",91,2992,mixed,devanagari,1,site_paankopat.com,site_paankopat.com,https://paankopat.com/2023/12/27/malami-lyrics-yama-buddha/
nepali,Man Bhulchha by Prakash Dutraj - Paan Ko Pat,,"♪ वोकल:- प्रकाश दूतराज, शान्ति श्री परियार
♪ ग्रुप वोकल:- बसन्त बिश्वोकरमा, प्रकाश यश, रूपी सिञ्जाली, प्रेमा राना
♪ लिरिक्स/म्युजिक:- प्रकाश दूतराज
पानी धारो, कति गाह्रो माया जालमा परेसी
पानी धारो, कति गाह्रो माया जालमा परेसी
माइलीज्यू
माइलीज्यूको शिरैमा शिरफुल छ, नलुकाऊ मुहारै
हेरेरै मन भुल्छ, हेरेरै मन भुल्छ, हाई
पुग्यो महिना, नीद छैन, रातैभरि झलिको
पुग्यो महिना, नीद छैन, रातैभरि झलिको
माइलाज्यू
माइलाज्यूको टोपी भुइँ खस्ला नि, नहेर लजाउँदै
पिरती बस्ला नि, पिरती बस्ला नि, हाई
नलेऊ पिर, छाती चिर, दिलमा तिम्रै फोटो छ
नलेऊ पिर, छाती चिर, दिलमा तिम्रै फोटो छ
बैनीज्यू
बैनीज्यूको शिरैमा शिरफुल छ, नलुकाऊ मुहारै
हेरेरै मन भुल्छ, हेरेरै मन भुल्छ, हाई
फेरिफेरि, हेरीहेरी नलाऊ मलाई मोहनी
फेरिफेरि, हेरीहेरी नलाऊ मलाई मोहनी
दाजैज्यू
दाजैज्यूको टोपी भुइँ खस्ला, नि, नहेर लजाउँदै
पिरती बस्ला नि, पिरती बस्ला नि, हाई
खोली खेतै, आऊ, भो, यतै जुनी काट्नी गरेर
खोली खेतै, आऊ, भो, यतै जुनी काट्नी गरेर
साइँलीज्यू
साइँलीज्यूको शिरैमा शिरफुल छ, नलुकाऊ मुहारै
हेरेरै मन भुल्छ, हेरेरै मन भुल्छ, हाई
हल्का दाह्री, लठ्ठै पारी हेर्छौ केरे मायाले
हल्का दाह्री, लठ्ठै पारी हेर्छौ केरे मायाले
साइँलाज्यू
साइँलाज्यूको टोपी भुइँ खस्ला नि, नहेर लजाउँदै
पिरती बस्ला नि, पिरती बस्ला नि, हाई
रानी वनमा, तिम्रो मनमा मलाई राख्छ्यौ, राख्दिन्यौ?
रानी वनमा, तिम्रो मनमा मलाई राख्छ्यौ, राख्दिन्यौ?
बैनीज्यू
बैनीज्यूको शिरैमा शिरफुल छ, नलुकाऊ मुहारै
हेरेरै मन भुल्छ, हेरेरै मन भुल्छ, हाई
सुनको चुरा, मनको कुरा बुझ्दैनौ, खै, कहिले नि
सुनको चुरा, मनको कुरा बुझ्दैनौ, खै, कहिले नि
दाजैज्यू
दाजैज्यूको टोपी भुइँ खस्ला नि, नहेर लजाउँदै
पिरती बस्ला नि, पिरती बस्ला नि, हाई
बनै पाखा, तिम्रो आँखा गाजल लाउँदा नशालु
बनै पाखा, तिम्रो आँखा गाजल लाउँदा नशालु
कान्छीज्यू
कान्छीज्यूको शिरैमा शिरफुल छ, नलुकाऊ मुहारै
हेरेरै मन भुल्छ, हेरेरै मन भुल्छ, हाई
माछी लेउमा, मुटु छेउमा बसेका छौ सुटुक्कै
माछी लेउमा, मुटु छेउमा बसेका छौ सुटुक्कै
कान्छाज्यू
कान्छाज्यूको टोपी भुइँ खस्ला नि, नहेर लजाउँदै
पिरती बस्ला नि, पिरती बस्ला नि, हाई
यो मन त्यतै, हुन्न भेटै, कि बिर्स्यौ र मायाले?
यो मन त्यतै, हुन्न भेटै, कि बिर्स्यौ र मायाले?
सालीज्यू
सालीज्यूको शिरैमा शिरफुल छ, नलुकाऊ मुहारै
हेरेरै मन भुल्छ, हेरेरै मन भुल्छ, हाई
शीतल छायाँ, तिम्रै माया छ नि, हेर, मनभोरि
शीतल छायाँ, तिम्रै माया छ नि, हेर, मनभोरि
भेनाज्यू
भेनाज्यूको टोपी भुइँ खस्ला नि, नहेर लजाउँदै
पिरती बस्ला नि, पिरती बस्ला नि, हाई
खोली गोवान, गयो जोबान, खै, बुझेको मायाले?
खोली गोवान, गयो जोबान, खै, बुझेको मायाले?
सोल्टिना
सोल्टिनाको शिरैमा शिरफुल छ, नलुकाऊ मुहारै
हेरेरै मन भुल्छ, हेरेरै मन भुल्छ, हाई
एक्ली चरी कसोगरी बस्नी होला डालीमा?
एक्ली चरी कसोगरी बस्नी होला डालीमा?
सोल्टीज्यू
सोल्टीज्यूको टोपी भुइँ खस्ला नि, नहेर लजाउँदै
पिरती बस्ला नि, पिरती बस्ला नि, हाई
भेट हुँदा, हातमा छुँदा खुसी लाग्नी अचम्मै
भेट हुँदा, हातमा छुँदा खुसी लाग्नी अचम्मै
माइलीज्यू
माइलीज्यूको शिरैमा शिरफुल छ, नलुकाऊ मुहारै
हेरेरै मन भुल्छ, हेरेरै मन भुल्छ, हाई
बर्खे खोली, आजभोलि बोलीचाली हरायो
बर्खे खोली, आजभोलि बोलीचाली हरायो
माइलाज्यू
माइलाज्यूको टोपी भुइँ खस्ला नि, नहेर लजाउँदै
पिरती बस्ला नि, पिरती बस्ला नि, हाई
गाईलाई घाँस, लाग्नी आस जोबान मैलाई दिन्छौ कि?
गाईलाई घाँस, लाग्नी आस जोबान मैलाई दिन्छौ कि?
बैनीज्यू
बैनीज्यूको शिरैमा शिरफुल छ, नलुकाऊ मुहारै
हेरेरै मन भुल्छ, हेरेरै मन भुल्छ, हाई
अग्लो भिर छ, मनमा पिर छ, कल्लाई सुनाम चरीझैँ?
अग्लो भिर छ, मनमा पिर छ, कल्लाई सुनाम चरीझैँ?
दाजैज्यू
दाजैज्यूको टोपी भुइँ खस्ला नि, नहेर लजाउँदै
पिरती बस्ला नि, पिरती बस्ला नि, हाई
पुग्यो महिना, नीद छैन, रातैभोरि झलिको
पुग्यो महिना, नीद छैन, रातैभोरि झलिको
साइँलीज्यू
साइँलीज्यूको शिरैमा शिरफुल छ, नलुकाऊ मुहारै
हेरेरै मन भुल्छ, हेरेरै मन भुल्छ, हाई
रनबन रुन्छ मन, क्यारी होला बुझाउनी?
रनबन रुन्छ मन, क्यारी होला बुझाउनी?
साइँलाज्यू
साइँलाज्यूको टोपी भुइँ खस्ला नि, नहेर लजाउँदै
पिरती बस्ला नि, पिरती बस्ला नि, हाई",103,3604,mixed,devanagari,1,site_paankopat.com,site_paankopat.com,https://paankopat.com/2022/09/16/man-bhulchha-by-prakash-dutraj/
romanized,Man Ka Kura by Abiral Bhujel Lyrics - Paan Ko Pat,,"वृत्तेन एन्ड कम्पोज्ड बाइ अबिरल भुजेल एन्ड एसएनजेवी .
म्युजिक प्रोड्युस्ड बाइ एसएनजेवी
लिरिक्स:
सुना मेरा मनका कुरा केही भन्नुचा
राखे सजै मनै भित्र अजेई भाँचुला
सुन्या सुन्या भो माँ उज्याली बनिदेउ
मेरो मान्डा मान्डा बोली तिमी अति खोलिदेउ
माया माया ...
हिड्डा हिडै पानी किना अल्झी राँचुमा
सम्हालेको मेरो मुटु चोरी लान्चौ रा
जुन बाटोको खोजी गर्थ्ये थ्येई रेइचु मा
मेरो हाता समै टिमलाई हिड्न मञ्च रा
भना
अखैमा अल्झी बस्चुमा
नजिक आयी अँगलाआआआ
माया मायाआ...
सुन्या सुन्या भो माँ उज्याली बनिदेउ
मेरो मान्डा मान्डा बोली तिमी आयी भरिदेउ
माया
माना का कुरा ओरिजिनल म्युजिक विदेओ
#माना का कुरा",21,582,romanized,devanagari,1,site_paankopat.com,site_paankopat.com,https://paankopat.com/2021/06/06/man-ka-kura-by-abiral-bhujel-lyrics/
nepali,Maski maski,,"मुसु मुसु हसेर हेर्ने ले
पगल बनाकी चे घायल बनाकी चे मलाई
पगल बनाकी चे घायल बनाकी चे
रिपिट एएलएल एबोव**
कहिले कहिँ बजार मा उसको हाम्रो
लुकी लुकी हेर्चे मलाई
कहिले कहिँ बजार मा उसको हाम्रो
लुकी लुकी हेर्चे मलाई
उ जबा बोलाउँछे जिस्काउदै
आँखा हरू संकाउचे झिम्काउदै एक्स2
मलाई रमाइलो लाग्चा एक्स2
जाली रुमाल चडेर जना ले
झुटो माया लयेर जना ले
पगल बनाइचे घायल बनाइचे
मलाई पगल बनाइचे घायल बनाइचे
साँजा पाखा चौतारीमा
बुढा पाका भीत हुदा
भैस लाठे भञ्चन मलाई
बुहारी को घरमा खाचो चा
धारो धर्म यो कुरा साचो चा
टिमलाई ना लाई भा चैन
तर्की तर्की हिँडेर जना ले
फर्की फर्की हाँसेर हेर्ने ले
पगल बनाइचे घायल बनाइचे
मलाई पगल बनाइचे घायल बनाइचे
मुसु मुसु हाँसेर हेर्ने ले
पगल बनाइचे घायल बनाइचे
मलाई पगल बनाइचे घायल बनाइचे
नेपाली भर्सन
मस्की मस्की हिडेर जाने ले
मुसु मुसु हासेर हेर्ने ले
पागल बनाकी छे घायल बानकी छे
मलाई पागल बानकी छे घायल बानकी छे
कहिले कहीं बजार मा उसको हाम्रो
लुकी लुकी हेर्छे मलाई
कहिले कहीं बजार मा उसको हाम्रो
लुकी लुकी हेर्छे मलाई
उ जब बोलाउछे जिस्काउदै
आँखा हरु संकाउछे झिमकाउदै
मलाई रमाइलो लाग्छ
जाली रुमाल छाडेर जाने ले
झुटो माया लाएर जाने ले
पागल बनइछे घायल बनाइछे
मलाई पागल बनाइछे घायल बनाइछे
साँझ पहा चौतारीमा
बुढा पाका भेट हुँदा
भैस लाठे भन्छन मलाई
बुहारी को घरमा खाँचो छ
धारो धर्म यो कुरा साचो छ
तिमीलाई न लाई भ छैन
तार्कि तार्कि हिंडेर जाने ले
फर्की फर्की हाँसेर हेर्ने ले
पागल बनाकी छे घायल बानकी छे
मलाई पागल बानकी छे घायल बानकी छे",54,1344,mixed,devanagari,1,site_paankopat.com,site_paankopat.com,https://paankopat.com/2016/03/18/maski-maski/
nepali,Maya Bisaune Chautari lyrics / 1974AD - Paan Ko Pat,,"माया बिसाउने चौतारी, नजाउ माया गाउँ छोडी
माया बिसाउने चौतारी, नजाउ माया गाउँ छोडी
त्यो डाडाँ काटी कहाँ जान्छौ नि, बसौं माया यतै लौ मिली
त्यो डाडाँ काटी कहाँ जान्छौ नि, बसौं माया यतै लौ मिली
किन जान्छौ नि आफ्नै गाउँ छोडी
किन हिड्छौ नि मायालाई तोडि
जिन्दगी लामो छ जिउन गाह्रो
अर्कोको ठाउँमा अप्ठेरो साह्रो
हो-हो-हो-हो-हो-हो-हो-हो-हो, लै-लै-लै
हो-हो-हो-हो-हो-हो-हो-हो-हो, लै-लै-लै
हे-हे-हे, हा-हा-हा-हा
माया बिसाउने चौतारी, नजाउ माया गाउँ छोडी
माया बिसाउने चौतारी, नजाउ माया गाउँ छोडी
त्यो डाडाँ काटी कहाँ जान्छौ नि, बसौं माया यतै लौ मिली
त्यो डाडाँ काटी कहाँ जान्छौ नि, बसौं माया यतै लौ मिली
बिरानो ठाउँमा न-चिन्नु-जान्नु
साह्रो-गाह्रो परे खै कसलाई भन्नू?
माया त लाग्छ हो तिम्रो के भन्नू?
सुन्नेले सुन्दे पो क्यै सीप लाग्नु?
हो-हो-हो-हो-हो-हो-हो-हो-हो, लै-लै-लै
हो-हो-हो-हो-हो-हो-हो-हो-हो, लै-लै-लै
हे-हे-हे, हा-हा-हा-हा
माया बिसाउने चौतारी, नजाउ माया गाउँ छोडी
माया बिसाउने चौतारी, नजाउ माया गाउँ छोडी
त्यो डाडाँ काटी कहाँ जान्छौ नि, बसौं माया यतै लौ मिली
त्यो डाडाँ काटी कहाँ जान्छौ नि, बसौं माया यतै लौ मिली
बसौं माया यतै लौ मिली, बसौं माया यतै लौ मिली
1974एडी:
फिरोज श्याङदेन : वोकल्स/ गुइटार्स
निराकार याक्थुम्बा : बास
एड्रियन प्रधान : वोकल्स/ ड्रम्स/ ब्लुज हार्प
मनोज कुमार केसी : गुइटार्स/ कीबोर्डस्
सञ्जय श्रेष्ठ : पर्कशन्स/ ब्याकिङ वोकल्स
वोकल्स/कम्पोजिशन/ लिरिक्स : फिरोज श्याङदेन
एरेन्ज्ड बाइ 1974एडी",35,1309,mixed,devanagari,1,site_paankopat.com,site_paankopat.com,https://paankopat.com/2023/06/29/maya-bisaune-chautari-lyrics-1974ad/
