song_id,title,artist,category,lyrics,token_count
351,Timro Mayale Badhera Rakha,Shyam Karki,romanized,"मेरो सिरानी होस तिम्रो काखा
मेरो सिरानी होस तिम्रो काखा
जना नदेउ मलाई अबा ताधा
माया यो होस अझै अझै गढा
मेरो सिरानी होस तिम्रो काह्हा
मान मेरो तिमी बाट ताधा नजाओस्
मान मेरो तिमी बाट ताधा नजाओस्
अधिहुरी सम्बन्ध मा कहिले नाओस्
अधिहुरी सम्बन्ध मा कहिले नाओस्
तिम्रो मुटु मै थुनेर राखा
मेरो सिरानी होस तिम्रो काखा
समय हो वुस्तै हुन्न बदली रहन्छ
समय हो वुस्तै हुन्न बदली रहन्छ
तारा मलाई साधै भरि तिम्रै हुना मान चा
तारा मलाई साधै भरि तिम्रै हुना मान चा
तिम्रो जादु मै भुलाइराखा
मेरो सिरानी तिम्रो काखा
मेरो सिरानी होस तिम्रो काखा
मेरो सिरानी होस तिम्रो काखा",86
352,Kammar Mathi,Melina Rai,nepali,"छल-छल छल्कयो पानी, पानी झैँ छल्कयो जवानी
छल-छल छल्कयो पानी, पानी झैँ छल्कयो जवानी
कम्मर माथि पटुकि, पटुकि माथि घैला
छल-छल छल्कयो पानी, पानी झैँ छल्कयो जवानी
कम्मर माथि पटुकि, पटुकि माथि घैला
घैलामा कुवाको पानी
पानी खाने निहुँ पारि धाउँछन् कति बैमानी
मै प्यारि हुँ कि, रेसम, मेरो जवानी?
मै प्यारि हुँ कि, रेसम, मेरो जवानी?
खोलिको छेउमा तिर्खा यो साह्रै, खोलि खै के गरुँ?
मायालु मनलाई बुझ्याछु मैले, बुझेर के गरुँ?
खोलिको छेउमा तिर्खा यो साह्रै, खोलि खै के गरुँ?
मायालु मनलाई बुझ्याछु मैले, बुझेर के गरुँ?
छोएमा तिमीले, के होला कुन्नि? हेर्दैमा ज्यान जानी
मै राम्री हुँ कि, रेसम, मेरो जवानी?
मै राम्री हुँ कि, रेसम, मेरो जवानी?
छल-छल छल्कयो पानी, पानी झैँ छल्कयो जवानी
छल-छल छल्कयो पानी, पानी झैँ छल्कयो जवानी
फुकाइदेउ कि त मोहनि माया कि अझै कसिदेउ
आडैमा बस्दा सरिम लाग्छ, मनैमा बसिदेउ
फुकाइदेउ कि त मोहनि माया कि अझै कसिदेउ
आडैमा बस्दा सरिम लाग्छ, मनैमा बसिदेउ
यो पहिलो माया लाएकि मैले, नजानि-नजानि",151
353,Jay Author feat. Aizen - Maichang,Genius Romanizations,romanized,"रेकर्ड गर्न, रेकर्ड गर्न
बाझो खेतमा चड्के सलाम चा माया लाई पहिलो दिनमा
हे, हे
जा गये पानी देखिन्छ
घाटी सबै को फर्कायेर नै भाचिन्छ
मेरो टोली को आँख पर्यो तिम्रै पारी
तिमलाई हेर्न साथ देखिँदैन वोरी-पारी
मेरो बोका को पारा, निस्किनै हल्योनी तिमीलाई देख्दा
फसिनै गयो नि पहिलो भेटमा
लाग्नुनै पर्यो की तिमीलाई दाते मा?
एयी, शव्ती कोम एएनडी टाके आ सिप, योउ डोन'टी नीड टो ट्रिप
एएलएल इयेस ओन योउ सब्बई विजिल्यान्ट
मेब आइटी'स युर वाल्क ओर थे वे योउ काउस आ स्सेन
मेब थे वे योउ टाल्क, मेब आइटी'स मेबेलेन
थाट'स आ बड गर्ल लुकिङ एएलएल थिक
आइटी'स बेटर आईएफ आई सी योउ डो आइटी ओन थे—
लेट मे सी योउ बस्ट आइटी बेफोर थे हेनी किक्स
अफ्टर आई बिट आइटी फ्रोम थे ब्याक, लेट मे टाके आ पिस
लुक एटी योउ लिटल काँचियाना
आई सी सोमेथिङ ओन थे सीयूपी सो शे गेट थाट बज्जियाना
शे टाके हेर बज्जियाना विथ आ बिट ओएफ ट्रोपिकाना
इवेन थाउग आइटीएस कोल्ड शेस ड्रेस्ड यूपी फोर बहमास
शे लोव थे टोंगु रोल ह्वेन आई स्पीक 'ईआर बडी ल्यान्गुएज
सैद शे नेवर मेट आ नेपालेसे स्पीक स्पनिश
इ म्यामासिटा, इरेस सोल्टेर
आई सी योउ लिके टो लाइव ला विदा लोका",180
354,Jani na Jani,Oasis Thapa,nepali,"कसरी सम्झौता गरु दुई भावनाहरु
बिच एक्लै मैले
कसरी भरु रित्तिएको मुटुमा
झुटो माया का वाचा यसै
कसरी सुनाउँ तिमीलाई मेरो
उदासीपनका धुनहरु सबै
कसरी सम्हालु भौतारिने धड्कन
जब छल्दैछ आफ्नै छायाले
तैनी जानी नजानी आज किन
मुस्कुराउन पुगेछु
तिमीलाई जिस्काउने बानि सम्झिँदै किन
गित कोर्न पुगेछु
तिमीलाई सम्झाउ कसरी मैले
जवाफ दिँदा दुख्छ नि
कतै कतै मेरो मुटु नजिक गुमाए खुसी
पाउन तिमी
अङ्गाल्यौ मलाई तिम्रो यादहरुले
मुटु निको हुँदै गर्दा फेरि
बिर्सिंदै थियो पुराना पलहरु सानो
झझल्को देखी सम्झियो फेरि
गुनगुनाउछ धड्कन तिम्रै नाम हरपल
आँशु मात्रै बगेता पनि किन गर्छ हलचल
उज्यालो, अँध्यारो हुँदै मन डरायो
मुठ्ठीमा कसेको डोरी फुस्किएर हरायो",81
355,I Like You (Anishchaya),Sushant KC,nepali,"लिल रक बिट बनाउ न यार
ओह, ओह
शे वोके मे यूपी विथ किसेस, सायिनप्लीज डोन्ट स्लीप
आई क्यान्ट एक्सप्लेन ह्वाट थिस आइएस, सेटिन सैल योउ एएनडी मे
बेबी, नो प्रमिसेस, लेट थे वावे डिसाइड ह्वेरे वे एरिभ
आई वन्न तस्ते योउ ओने मोर टाइम थाउग
काउस आई लिके योउ-ओह-ओह, योउ-ओह-ओह, योउ-ओह-ओह
योउ-ओह-ओह, योउ-ओह-ओह, योउ-ओह-ओह
काउस आई लिके योउ, येअह
डोन्ट लेट मे, नाह, डोन्ट लेट मे क्लोजर
तोडेकी मैले तोडे भरोसा भने आनेक तनाबै तनावहरू
भोलि फेरी सहनै नै गारो बरु
तेसैले भन्दिन्छु पछि फेरी दोधारमा पर्छु मै नै
केहि पुराना झुट बोल्ने बानि नै छैन कहिले (कहिले)
डोन'टी नीड नो प्लान, नो रुलेस
जहाँ-जहाँ लान्छ समय, त्यही म जान्छु (हम्म)
होइन माया आझै काँचो छ, फुल्छ कि पुल्दैन थाहा छैन
अनिश्चय नै रमाइलो, अनिश्चय नै रहोस्
शे वोके मे यूपी विथ किसेस, सायिनप्लीज डोन्ट स्लीप
आई क्यान्ट एक्सप्लेन ह्वाट थिस आइएस, सेटिन सैल योउ एएनडी मे
बेबी, नो प्रमिसेस, लेट थे वावे डिसाइड ह्वेरे वे एरिभ
आई वन्न तस्ते योउ ओने मोर टाइम थाउग
काउस आई लिके योउ-ओह-ओह, योउ-ओह-ओह
काउस आई लिके योउ, येअह
शे वेक्स मे यूपी विथ किसेस, सायिनप्लीज डोन्ट स्लीप
आई क्यान्ट एक्सप्लेन ह्वाट थिस आइएस, सेटिन सैल योउ एएनडी मे
बेबी, नो प्रमिसेस, लेट थे वावे डिसाइड ह्वेरे वे एरिभ
आई वन्न तस्ते योउ ओने मोर टाइम थाउग
काउस आई लिके योउ-ओह-ओह, योउ-ओह-ओह, योउ-ओह-ओह
योउ-ओह-ओह, योउ-ओह-ओह, योउ-ओह-ओह
काउस आई लिके योउ",229
356,Kina Hola,C.O.D. (Crew On Destiny),romanized,"झल्झली तिम्रो तस्बीर
मेरो मास्टिसका मा चलिराछ सधैवरी
येसै गरी
हेरिरन्छु तिम्रो चित्र इन्स्टाग्राम रा फेसबुक खोली
निकै बदलिसकेछौ हेर्दा हेर्दै आजा वोली
विन्न छ चाल चालन, हावा पाँइ बदलियोकी
या फेरी कोइ नया माया मा पो पग्लियोकी
सम्जाउछु अरू संग देख्दा मनलाई लाखौ चोटी
बोयफ्रेन्ड टा हैन सयद नया साथी वाई होकी
देखेर डाँगा हुन्छु
हेरी राहु जस्तो लाग्छ
तिमीलाई देख्दा समय नै रोकी जस्तो लाग्छ
ठहै पाउदिन कसरी बित्छ यो दिन रात
जुन रा तारा पानी जिस्काइरन्छ मलाई मात्र
ना वोक चा ना प्यास छ
मात्र तिम्रै अवास छ
अबा एउटै प्रयासा
मा गर्दैछु आजा
तिमी भुल्छौ, मलाई थाचा
हामले गरेका बाचाँ
हरू संगालिरहछु
तारा तिमीलाई के॰एस याद छ???
सक्दिन बिर्सिना तिमीलाई
भुलेयको चाइन तिम्रो साथ
सकिना बिर्सिना तिमीलाई
अल्झी रहन्छ तिम्रो साथ",101
357,Maya,Chirag Khadka,nepali,"बुझ्छु तिम्रो कुरा गाह्रो हुन्छ सबलाई साथ दिन
सोच्छु तिम्रै बारेमा हर बेला साझ रात दिन
धोका दिन्न भाग्दिन, हात समाउन छाड्दिन
जहिले तिम्रै छेउमा अलपत्र कहिले पार्दिन
प्रेमपत्र लेख्न जानिन, माया गर्न नै आएन
आई लोव योउ, बेबी, म्वाह, त्यस्तो आवश्यक भन्ठानिन
धेरै छन पछि लाग्ने अरुलाई कहिले छानिन
दिन्छु साथ जिन्दगिभर कसम यसै खादिन
आफू त कतै जादिन, घुमाउन नि लादिन
फुलको थुंगा किनि माया बस्ला भनी मान्दिन
रगतले चिट्ठी लेख्न होला हात काट्दिन
झुठ बोल्ने बानी छैन कहिलेपनी ढाट्दिन
बेबी, डार्लिङ"" दुईचार चोटि भनी नाटक पार्दिन
मान्छे छुइन देखावटी कहिले माया मार्दिन
जित मात्रै हुन्छ तिमी भए पुग्छ हार्दिन
गित गाउदै सधै मायाको डोरिमा बाधिन
आईदेउ तिमी, आइदेउ तिमी
अरुजस्तो होईन सधैजसो हामी मिल्नी
जति अप्ठ्यारो भएनी हात समाइ हिड्नी
मेरो इच्छा चाहना माया खुशी तिमिलाई दिनि",111
358,Salko patko,Kulendra Bishwakarma & Bishnu Majhi,nepali,"भाको एउटा जाले रुमाल फुल भरेको छैन
ओइ, भाको एउटा जाले रुमाल फुल भरेको छैन
के लैजान्छौ सानु तिम्ले पिरतीमा बैना, पिरतीमा बैना?
ए, हे बरै, हे बरै
सालको पातको टपरी हुने, हे बरै, नहुने सल्लैको
तिम्रो माया कति छ कति, हे बरै, नलाउ पछि हल्लैको
(हा) सालको पातको टपरी हुने, हे बरै, नहुने सल्लैको
तिम्रो माया कति छ कति, हे बरै, नलाउ पछि हल्लैको
तिम्रो माया कति छ कति, हे बरै, नलाउ पछि हल्लैको
मुटु कहाँ बैना मार्यौ मै सोझीलाई जलाइ
हे, मुटु कहाँ बैना मार्यौ मै सोझीलाई जलाइ
कलेजीमा झुपडी देउ रुमाल नदेउ मलाई, रुमाल नदेउ मलाई
ए, हे बरै, हे बरै
सालको पातको टपरी हुने, हे बरै, नहुने सल्लैको
तिम्रो माया कति छ कति, हे बरै, नलाउ पछि हल्लैको
(हा) सालको पातको टपरी हुने, हे बरै, नहुने सल्लैको
तिम्रो माया कति छ कति, हे बरै, नलाउ पछि हल्लैको
तिम्रो माया कति छ कति, हे बरै, नलाउ पछि हल्लैको",137
359,Maya Ka Baadal,Anupam Sharma,nepali,"मायाका बादल छरिएर आज
हेर्दा हेर्दै आकाशमा
ती सम्झनाका बादल फेरी
आखां बाट झरेर जालान
भोली पानी परेर जालान
साँचेका माया मरेर जालान
मायाका बादल छरिएर आज
म फर्किन्छु आफ्नै घर
सन्ध्याका लाली छितीजमा
श्याम र श्वेत उडान तिम्रा
डाडाँ पारीका प्रकाशमा
बाफका माया जमे कुनै दिन
फुकिएर बादल सम्झे कुनै दिन
यी सम्झनाका बादल फेरी
आखाँ बाट झरेर जालान
भोली पानी परेर जालान
साचेका माया मरेर जालान
माया का बादल मोटा मोटा
चलमलाइ पहाड छुट्दा
भोली.... भोली....भोली
यी वेदनाका पहाड पनि
समय सँगै सरेर जालान
भोली... भोली... भोली",68
360,Sajjan Raj Vaidya - Sukumbaasi,Genius Romanizations,romanized,"किना जानु मा फेरी फर्केर
बिरानो घरको कोलाहलमा?
पाइला ले बिर्सेको, चडेर हिडेको
सम्झदा घरी नबोकेर मनमा
घर वनेको हुदो रहेनछ
ठेगानाले पुग्दो रहेनछ
सुकुमबासी जिन्दगी मा यो
ह्वोआ-ओह-ओह-ओह-ओह-ओह
ह्वोआ-ओह-ओह-ओह-ओह-ओह
ह्वोआ-ओह-ओह-ओह-ओह-ओह
ह्वोआ-ओह-ओह-ओह-ओह-ओह
ह्वोआ-ओह-ओह-ओह-ओह-ओह
ह्वोआ-ओह-ओह-ओह-ओह-ओह
ह्वोआ-ओह-ओह-ओह-ओह-ओह
ह्वोआ-ओह-ओह-ओह-ओह-ओह
घर वनेको हुदो रहेनछ
ठेगानाले पुग्दो रहेनछ",68
361,Chirag Khadka - Aago Ko Jhilko,Genius Romanizations,romanized,"जाति अघि सर्यो टेटी अघि बादी राह छु
पुग्ने काहा हो था चाइन मलाई नै मा का चु
खोला मा डाइव ग्यारी पानी माथि तैरी राह चु
ब्युटीफूल लाइफ मा पोजिटिभ विबे चरिरह छु
सबैलाई चैने के॰एस हो बिस
कुरा थिक हो तारा थिस
किना की तिम्रो एगो लाई ठाउ मा राखा प्लीज
काम गार्नी गरा रिस नसोची बोल्दा बिस
ठुस्केरै बसेउ भने तिमले केइ पाउदैनौ आइएसएस
नसुतिकानै तिम्रो हरेक रात बित्दा
संख रा संकोच मा दुःख रा लास्ट पिडा
पैसै लाग्दैन माना या मुसुक्क ह्यास दिदा
मजाले जोइन्ट ताना माइले तिमलाई पास दिदा
लामो लामो साँस अनि चिल ब्रो
पफ पफ पास पोजिटिभिटी नै फील भो
केही कमै चाइन पहाड बनायेर टिल को
यो ब्रहमाण्ड मा हामी केबल आगो को झिलको
लामो लामो साँस अनि चिल ब्रो
पफ पफ पास पोजिटिभिटी नै फील भो
केही कमै चाइन पहाड बनायेर टिल को
यो ब्रहमाण्ड मा हामी केबल आगो को झिलको
आगो को झिलको
आगो को झिलको
आगो को झिलको
आगो को झिलको
आगो को झिलको
आगो को झिलको
आगो को झिलको
आगो को झिलको",146
362,Gari Khana Deu,Albatross,nepali,"मुख मात्र चलाएर
केही हुन्न अब
भोली बल्ल आउँला
लक्ष्य लिई बढ्छौ अघी जब
सुन्नी सके हातहरु
दुखिसके गोडा
आफ्नो स्वार्थ पुर्याउने क्रममा
दुई चार जनालाई मिच्नु नि भयो होला
म केवल उस्को लागि
उ केवल उस्कै लागि
मुख मात्र चलाएर
केही हुन्न अब
भोली बल्ल आउँला
स्विकार्छौ दयित्व जब
फुटिसके ओठहरु
सुकिसके गाला
आफ्नो त्रिस्ना मेटाउने क्रममा
मा-प-से मा पनि पर्नु भयो होला",49
363,Dhaka-Dhoti,Vyoma,romanized,"सुना काँ खोली तोरा बोली
हिमाल, पहाड, तेरै के॰एस
देशके चोरा, भेदभाड जे॰एस करेला
ओओका हिचके लाह्पेटा
एबी सुनाल जा मधेश मेह
हिप-होप कैसन होला? देखा..
सुना काँ खोली तोरा बोली
हिमाल, पहाड, तेरै के॰एस
देशके चोरा, भेदभाड जे॰एस करेला
ओओका हिचके लाह्पेटा
एबी सुनाल जा मधेश मेह
हिप-होप कैसन होला? देखा...चाला
बिश्वो मेआई देख भाई
दुश्रके स्वर्ग लोक नेपाल
जेकर नाम, धर्म, संस्कृति, रितिरिवाज
सबके आपन, आपन
अल्गेबा माँ, साँ, प्रकृति के बर्दन
आफ्न सौन्दरता से मोहित
कैलाई बा सबके ध्यान
शान्ति के मुहान, महाँ हमर देश
हिमाल, पहाड, मिल्के तेरै बनाउला सबके ईएक
पाँआ पल्टा के देख
बीर इमानदार योद्धा
नेपाली गोर्खाली इतेहास मे पाइबे ईएक आके देख
सन्ती के भगवान गौतम बुद्ध, महाँ
सिता माता के॰एस जनम स्थल जनकपुर धम, भैल
एह हो हमर स्वोदेश के॰एस साँ
भेडभाड के॰एस नाम पे नकार बदनाम
एह देश के॰एस नाम तु आइसँ कर काम
जेसका बने तोरा आपन नाम
पहिचाँ बढे देश के साँ
देखे वाला करे वाह-वाह सब लोगझन्",134
364,Intro,Yama Buddha,romanized,"यो! यामा!
ब्लू! वे एएलएल रेकर्ड्स
सोदा निवास
मैतीदेवी, घट्टेकुलो-32
थे सेज योउ केम आइएन थे गेम स्ट्रेइट आउट ओएफ थे ब्लूज
पुत युर फर्स्ट मिक्सटेप आउट एएनडी आइटी जस्ट ब्लेव
योउ प्रोबेब्ली डोन'टी हावे आ क्लू
होव'स माइ लाइफ हावे बीन यो
4 डिग्रिज आइएन 8 यियर्स आउट ओएफ विन्डव
प्रोली क्यान्ट बियर टो हेर ह्वाट आइव बीन टोल्ड
बीन ब्रोकेन एएनडी जोकिङ एएनडी इभरिथिङ योउ टच बीन गोल्ड
फाइनली फर्स्ट लिके आई हित थाट लटरी बिङ्गो
लाइफ क्यान बे बिच थाउग
हिटिङ एएलएल थाट सिम्बल्स
बुट ह्वेन आई ट्रिड मिङले
वाइटिङ फोर थे डे ह्वेन आई ड्रप्ड माइ फर्स्ट एएनडी एनओडब्ल्यू आई'एम गोइङ सिङले
सो आई क्यान रियली लुक ओएफएफ टो एएलएल ओएफ माइ पियोपले
एएनडी इवेन आईएफ आई दिए आई वाउल्डन'टी बे वरी टो लिव योउ
एएनडी एएलएल माइ ब्रोथर्स हाड रिप आइएन थिस सिटी आई सी योउ
आमा होव आई विश आई डिडिएन'टी हावे टो लिव योउ
एएनडी अल्सो एएलएल थेसे बिचेस ट्राइना स्क्यान मे डाउन टो सी योउ
बुट थें योउ से लोव मे, आई क्यान'टी बेलिभ योउ
सो आई हावे स्लिप ओन्टो थे नेक्स्ट ओने
आई एआइएन'टी लुकिङ फोर लोव, सी आई जस्ट वन्न सेक्स ओन्स
आउट ओएफ एएलएल थेसे बिचेस, आई'वे बीन आइएन थे विप सेक्शन
माइट जस्ट टाके थे नेक्स्ट टाइम, लिके थे बेस्ट ओने",198
365,Maya Jalaima (Kripa Unplugged Season 2),Sabin Rai,romanized,"आउँछु भनेर मा
तिम्रो धेरै चोटी माइले
बाटो हेरे धेरै बर आयेनौ
के भो कसो भो चन्द्र मुखी लाई की की
आरकै संग माया जालैमा
मा मा मा मा माया जलाईमा
मायाजालाईमा...........
खयाल गरा हाई भन्थे मलाई
साथी भाई ले
आफू टा पर्यो सोझो माँछे धेरै धेरै
बिसवास गर्ने पानी
उ भनेपछि ज्यानै दिने मा मा
खोज्थे माँचे यो यो यो सहरमा
सहरमा यो सहरमा
के लोदार लाग्यो मलाए हेरना
लथालिंगै भयो मेरो जोबन
के लोदार लाग्यो मलाए हेरना
भाटा भुँगै भयो
मेरो सपना सपना.........
आउँछु भनेर मा
तिम्रो धेरै चोटी माइले
बाटो हेरे धेरै बर आयेनौ
के भो कसो भो चन्द्र मुखी लाई की की
आरकै संग माया जालैमा
मा मा मा मा माया जलाईमा
मायाजालाईमा...........
मा मा मा मा माया जलाईमा
मा मा मा मा माया जलाईमा
मायाजालाईमा...........
मा मा मा मा माया जलाईमा
मा मा मा मा माया जलाईमा
मायाजालाईमा...........",116
366,Ma Timro,Swoopna Suman,nepali,"हो-हो-हो
हो-हो-हो
आकाशैमा नौ लाखेँ तारा
तारालाई ढाक्ने कालो त्यो बादल
बादल छिचोली आउनेछु म त
लिन तिमीलाई, मेरो यो साथ
आउन मसँग उडेर हेर
आउन मसँग उडेर हेर
जुनैको नजिक
दिनेछु तिमीलाई अज्मबरी माया आँखाैमा राखेर
सजाउने छु मेरो मुटुको माझ अङगालो खोलेर
तिमी थामिदेउ हात, नछोड साथा
बोलिदेउ मायाका दुइ मिठा बात
आउन आउ मसँग गाउ
आँखा उघारी हेर मलाई तिम्रो
नजिकै छुनि मुटुमै राख
अङगाल मलाई, तिम्रै म हुँ नि
म तिम्रो हु
हुउउउउउ, हुउउउ
छुनि म तिम्रो
हुउउउ, हुउउउ, हुउउउउउ",68
367,Bacha,Karan Bhatta,nepali,"हराएर मिल्यो है खुशी
नबिर्सिने यादहरू छोडी
अल्झिएर बसेको नि वर्षौ दिन बितिसक्यो
बड्न सकिन अगाडि
भन्थ्यौ बाचा भो सधैँ भर को लागि
आज आशा मै राखी गए पछि
थाहा छ कसरी सम्हाले होला यो मन मैले
केवल तिम्रो साथको लागि
केवल तिम्रो साथको लागि
केवल तिम्रो साथको लागि
याद आयो फेरी रातको त्यो अन्धेरी
सँगै बसी हामी हेरिरहेको
तारा झर्दा त्यो बेला दिएको तिमीले बाचा
भुलाउ सोच्छु तर भुलाउ कसरी
टुक्रेको मुटु माथि अझै कति भार बाकी
सोचेर बस्छु सुन्यता मा हराई
पर्खेर बसी दिन्थे मागेर पाउने भए
अब चाहना त्यागी सके मैले
तिमीलाई पाउने आशा
तिमीले दिएको बाचा",81
368,Sath Sadhaiko,Neetesh Jung Kunwar,nepali,"ओह-ओह, अलराइट, ओह-ओह
एयी, केटा, थोप्डा किन कुच्चाको?
किन एक्कासी गहिरो सोचमा फस्या छस्?
माथी कैशीमा मस्ती-मजाक चालु छ
तर तँ किन बिस्कुइट जस्तै ओस्या छस्?
अब आइदेन ज्यादा भाऊ नखाइदेन, ह-ह-ह
तँ बिना केइ संग मेरो कुरै मिल्दैन
अब ल्याङ नहान-न
शब्द त धेरै छ यो मनमा, कसरी भनु भन न?
खै मेरो कुरा कहिले सुन्ने होइन तैले
जहिले नि आफ्नै सुरमा हुन्छस्
खै मेरो पिडा बुझ्छस् र तैले, साला?
के चै गर्नु पर्यो मैले अब हेर
यो घट्ना धेरै आगाडीको हो
धेरै बेर लागाए भन्न अब अत्ति भो
केही गर्छु भनी घरमा हल्का पैसा मागे
जुन गाली-मजाक-मस्ती सबै मैले त्यागे
मुला, त्यही बेला शेयर कुराको ल्यायो एउटा मोरोले
फाइदा आउने जोशमा सबै खनाइदियो छोरोले
कहाँबाट आउनु त्यसका बाजे सबै नास
अब बाउले मार छ, आमा रुन्छे
जीवन मेरो सर्वनास (सर्वनास)",124
369,Dami,Fuba Tamang,romanized,"कोही चाइन तिमी जस्ती रामरी
रामरी, रामरी, कोही चाइन....
मेरो लागी, तिमी सबै भन्दा
दामी, दामी, दामी, दामी..
निसब्द वाको चु, तिमीलाई देखे पाची
निसब्द वाको चु, तिमीलाई देखे पाची
कोही चाइन तिमी जस्ती रामरी
रामरी, रामरी, कोही चाइन....
मेरो लागी, तिमी सबै भन्दा
दामी, दामी, दामी, दामी......
तिमी सबै भन्दा दामी
आई से आइटी नाइस
तिमी दामी दामी, आई से आइटी ट्वाइस
अरू जो सुकै अवोस मेरो अगाडी
आई रियली डोन'टी क्यारे कोज तिमी नै दामी
ओह गोड, ओह गोड, थान्क्यौ सो मुच
फोर मेकिङ हेर दामाई...
पागल हुन्चु जाबा तिमी औचौ मेरो अगाडी
सबै केटा हरू तिम्रो पचाडी
लिके, लिके रेल गाडी
बुट योउ डोन'टी क्यारे कोज फुबा हेरे
इममा ह्यान्डल योउ विथ विथ क्यारे
ट्रू लोव आइएस ह्वाट वे गोन्न शेयर
सीएसएमसी'मोन लेट्स स्टार्ट आइटी
वे क्यान माके आइटी थेरे एइयी...",118
370,Kori Hera,Brijesh Shrestha & Beyond (Nepal),nepali,"कोरी हेर
मनमा दुइ चार शब्द मेरो नाममा, कोरी हेर
तिम्रो नम्बर मेरो लागि कगजमा कोरी हेर
योउ गोट आ तात्तो ओएफ माइ नामे ओन योउ स्किन, बेबी
कोरी हेर, कोरी हेर
मेब आई क्यान मीत योउ यूपी ओन थिस सुन्दै
मेब वे क्यान माके लोव ओन थिस फ्रिडे
मेब आई क्यान मीत योउ यूपी ओन थिस सुन्दै
मेब वे क्यान माके लोव ओन थिस फ्रिडे
कोम ओन मे, राइड ओन मे
कोरी हेर
पुत ओन आइटी ओएफएफ राइट एएनडी बेबी, डान्स विथ मे
कोरी हेर
गुच्छी-वर्सेस साचि आजको ट्रेन्ड, बेबी
कोरी हेर, व्राइट डाउन माइ नामे तिम्रो छातिमा
एएनडी आई'एलएल टाके थे ब्लेम
कोरी हेर, कोरी हेर",94
371,Mutu Mageu Timile,Deepak Limbu,romanized,"मुटु मागेउ तिमीले
माइले बाच्नु पर्छ
मै मेयरी तिमीलाई
कसले माया गर्छ
मुटु मागेउ तिमीले
माइले बाच्नु पर्छ
मै मेयरी तिमीलाई
कसले माया गर्छ
दिउकी भनी खोजी हेरे
पाइन मुटु दुईटा
दिउकी भनी खोजी हेरे
पाइन मुटु दुईटा
तिमलाई माया गर्ने
कसम मै हुन एउटा
तिमलाई माया गर्ने
कसम मै हुन एउटा
मेरी माया-मेरी माया
मेरी माया ओहस्सोह
मेरी माया
बारु लैजाउ आँख
संसार नहेरुला
जलेको कलेजो
कहिलाई नाफेरुला
बारु लैजाउ आँख
संसार नहेरुला
जलेको कलेजो
कहिलाई नाफेरुला
अरू बाकी जे॰एस छन्
पारा चोइटा-चोइटा
अरू बाकी जे॰एस छन्
पारा चोइटा-चोइटा
मलाई माया गर्ने
तिमी नै होउ एउटा
मलाई माया गर्ने
तिमी नै होउ एउटा
मेरी माया-मेरी माया
मेरी माया ओहस्सोह
मेरी माया",79
372,Kabja,SACAR aka Lil Buddha,nepali,"कब्जा, आई.बी. रेकर्ड्स
ट्र्याप नेपाल, लिल बुद्ध 2020
वोटे फोर साकारको सरकार
वेल्कोम टो थे न्यू अल्बम
युङ बिलियनेयर
नमस्ते सबै जनालाई
आह-आह
सुरु गरु कब्जा, अनि आउछ मजा
सुरु गरु कब्जा, अनि आउछ मजा
सुरु गरु कब्जा, अनि आउछ मजा
सुरु गरु कब्जा, अनि आउछ मजा
सुरु गरु कब्जा, अनि आउछ मजा
सुरु गरु कब्जा, अनि आउछ मजा
सुरु गरु कब्जा, अनि आउछ मजा
सुरु गरु कब्जा, एयी
काठमाडौँमा चारै तिर फोहोर, अनि धुवा, अनि धुलो
भाको जति भत्क्या रोडमा नि दुलोनै दुलो
बर्से पीछे बाटो बन्न रकम आउँछ ठुलो
तर काम किन नभाको खासमा, कोल्ले यहाँ बुझ्यो?
बच्चै देखि सुने ""आउछ मेलम्चीको पानी
उठे जति पैसा सबै खै कसले हो खानी?
जोले बोल्न खोज्यो उल्लाई घरमै आएर मार्नी
अनि घण्टा आउछ मेलम्चीको पानी, एयी
बार्ता बोल्छस्? तेस्को घाँटी गिँड्दे (सुरु गरु कब्जा)",115
