song_id,title,artist,category,lyrics,token_count
176,Samadhi,Chirag Khadka,nepali,"*स्क्राम्बल्ड वर्ड्स*
ॐ
ॐ नमः शिवाय
जय शम्भो शिव जि
धर्तिमा आको छौ धेरै पछि
ध्यान देर पूरा, सोच्दै गहिरो कुरा, सोची हेरौ हामी एकछिन बसि
आँखा चिम्म गरि, प्रश्न दिमाग भरी, आनन्दले आफै भित्र गर फील
जति अफ्ट्यारो यो लाइफ मा भए पनि हुनु पर्छ निकै संबेदनसिल
पर्दै छु जिल आहारा ताकेर बसेका छन् यहाँ गिद्द र चील
खुट्टा तान्नेहरु कति हुन कति यहाँ दुखी रन्छ सबको चित्त र दिल
पैसा त कमाउलास, धेरैले बनाउलास जिन्दगी भर लाई नै तिर्ने हो बिल
सबसग हासी दे, हास्दै नै बाचिदे, म भन्छु शत्रु संग नि मिल
लाइफ आइएस रियल यहि नै हो यथार्थ, भन तिम्लाइ चै के था छ?
मनमा दुख्या छ चोट, मुटुमा खोट, प्रश्नले सताछ
मरेर आउने हो यहीँ, उपाए अरु म देख्दिन केही
चली रन्छ दिन, घुमी रन्छ घडी, त्यो भन्दा बढी त मलाइ नि के था त
म मान्छे हिप्पी छु, जहिले पनि हुन्छ मेरो ट्रिपी मुड
डाडाकाडा बाट मैले तोप ल्याको छु, हान ला ड्याम्मै शाउल्ड बे गुड
मुख सुख्खा आँखा लठ्ठ, चिसो पानी खान थाल्छु घुट कि घुट
खल्ती भुक्का स्टोन्ड म त, सत्य बोली राछु बोल्दिन झुठ
हाइ हुँदै स्काई छुदै त्रिनेत्र निकाल्दिउ, अर्को बाल्दिउ
बोटै उखाल्दिउ, गेडा डाठलाई केलाइ फाल्दिउ
भेडा जातलाइ यसै हातलाइ, भाच्दिउ दातलाइ, मुखलाइ टाल्दिउ
सबजना चुप मुजि, निहु खोजि केही पनि हुदैन
धर्तिमा बसेर आकाश छुदैन
धर्तिमा बसेर आकाश छुदैन
धर्तिमा, धर्तिमा बसेर आकाश छुदैन
जिन्दगी बुझ्न नी थालेको छु
लाइफ भन्या पुजले मिलाउन सक्छ्स, धेरै न बोली मुख टालेको छु
भित्रको आत्मालाइ जगाउन सक्छ्स, जादु मन्तर पनि जानेको छु
जुनसुकै बेला नि बिलाउन सक्छस
ब्राह्मण निकै नै ठुलो छ हामी है भुसुना, सोच आफै का पुग्न सक्छस
कपाल जटाधारी मेरो लामो जुँगादारी
दिमाग भरी प्रश्न मेरो जैले सोची मात्र राथी
बस्दिन आफैलाई अब धिक्कारी
म बनाउछु लक्ष्य म आफै शिकारी
हुदिन अल्छी म पर्दिन पछि म, सिकिन्छ नौलो चिज बारम्बार हारी
लाइफ हेर्दा घिनलाग्छ, गर्छु जे ठिक लाग्छ, फेरिन दिन लाग्छ तेसैले चुप
मनभरी चिन्ता छ सोच्दा नै दिन जान्छ, संघर्ष दिनहु गरेको छु
चाड्चाडो हिंड्दा त के नै या मिल्ला त हेरेरै हिंड्दा नि लडेको छु
राम्ररी सोच्दा त कुरा सब बुज्दा त ग्राविटी ले पो म अड्केको छु
जैले नि राप पनि हान्दिन सुनी
म दायाँ र बायाँ न माथी न मुनि र
धेरै छ बाटो चाडो हिड जाठो
बिस्तारै हिडेर चै कहिल्यै नि पुगिन्न
अरुले भनेको पनि त सुन
हिंड्दै छस बाटो चै भए भर खुन
गाह्रै छ पुग्नलाइ गन्तब्य तिर नलेर त्यो पिर सहि बाटो चै चुन
छुनु छ मुन, छुनु छ चन्द्रमा, बिश्वासै लाग्दैन तन्त्र र मन्त्रमा
आफैले नगरी केहिपनी हुँदैन त्यसैले एक्लैनै मर्ने हो अन्त्यमा
यो ठुलो प्रान्तमा कोहि ठुलो हुदैन आफैले आफैलाइ जहिल्यै नि ठान्दैमा
बस्न चाहान्छु म अहिले एकान्तमा, न बोली न चली न हलि शान्तमा
ॐ शान्ती जैले मैले खुसी चान्थी
गर्ने सबै आफैनै हो या, भर पर्ने को या? को छ या साथी?
सबजना खोया, यस्तै नै भो या, बारम्बार मन्दिर र मस्जिदमा जान्थी
मारामार काटाकाट सबजना एउटै जात, समाती हात बरु बन्द गर क्रान्ति
ठुलो पृथ्वीमा, मेरो अनेक स्थितिमा
धेरै सोचेरै होला, नदि र खोला चल्न थाल्यो दिमाग
धेरै नटोला, सुर्य नै छोला
बेस्मारी आफैलाइ एकताली चिमाट
राप हन्न थलेको धेरै त भाछैन
ल है त नमस्ते मेरो नाम चिराग",465
177,Sunyata,Tribal Rain,nepali,"सुन्यता र अन्धकार भित्र भित्रै बिलाएर
इच्छाहरु मरी सक्यो
आकाश धर्ती सुन्दर संसार सबै पाएर पनि
तिमीमा प्राण भर्न सकेन
यो दिन फेरी आउँदैन, जीवन फेरी पाउदैन
बाहिर देखेको जस्तो, भित्र हुँदैन
समयले त छोडिदिए, सपनालाई तोडिदिए
सोचेको जस्तै यहाँ हुँदैन
काडाँको बाटोमा
एक्लो हिड्न सके
आज यहाँ आँफैलाई सम्हाली देउ
कसैको याद, कसैको साथ
कसैको मायालाई, भुलिदेउ
सुन्यता र अन्धकार भित्र भित्रै बिलाएर
इच्छाहरु मरी सक्यो
आकाश धर्ती सुन्दर संसार सबै पाएर पनि
तिमीमा प्राण भर्न सकेन
यो दिन फेरी आउँदैन, जीवन फेरी पाउदैन
बाहिर देखेको जस्तो, भित्र हुँदैन
समयले त छोडिदिए, सपनालाई तोडिदिए
सोचेको जस्तै यहाँ हुँदैन",79
178,Kramasha,Swoopna Suman,nepali,"धेरै धेरै वर्ष पछी आज फेरी
तिमी र म भेटियाैँ कतै
बोलाए झैँ लाग्यो फेरी जुगाैँ जुग पछी
तिम्रा बाटुला आँखाले मालाई (आँखाले मालाई)
तिमी नि त्यही, म पनि त्यही
रात उही याद अझै
तिमी नि त्यही, म पनि त्यही
रात उही याद अझै
न बद्लीयाै तिमी अनि उस्तै नै छु म
न बद्लीयाै तिमी अनि उस्तै नै छु म
शायद समय नै पो हकमा रहेने
हाम्रो समय नै पो हकमा रहेन
तिमी नि त्यही, म पनि त्यही
रात उही याद अझै
ओ-हो-हो
ओ-हो-हो
ओ-हो-हो
ओ-हो-हो",78
179,Jeevan,Dixita Karki,romanized,"बिहाना साधै उठेर
सोच चु किना मा यहा चु रा
सुरु गर्नु पर्चा यो दिन सुरु देखि
झ्याउ लागी सक्यो ह्वेन लाइफ सुरु नि भचाइन
अबा के॰एस नै गर्नु चा रा
कुरा सबै कुरा थिक हुना
थाचा समय लाग्छ रा गरो हुन्चा
तारा टेटिन्जेल सामा यो पिडा खापी बसा ना
एक दिन टा मरेर जनै चा नि
रामररी बचुम यो पाल को लागी हाई हामी
भविस्य मा के॰एस हुन्चा मलाई केइ पानी थचाइन हाई
जे॰एस भये नि बासी राख्नु मेरै साथ
तिमी चाई
यो जीवन एस्टै टा हो
आइले लाई हासा , भोली फेरी रोउ
यो जीवन येस्टै टा हो
यो जीवन जीवन नै टा हो
भन्छन् धेरै म्यान्ची हरू
थिक चाइनौ तिमी
सो ह्वाट शाउल्ड आई डो?
भन्ने ले भन्छन् भनी राखोस् तिनी
अरू के॰एस नै काम चा बाहेक खुट्टा तान्नु",111
180,Laijaw Malai,Tribal Rain,nepali,"के हुनेछ तिम्रो म बिना? वोह
आफ्नो मनलाई सोधेर भन मलाई
हरेक समय बित्नेछ
बदलिन्छ तिम्रो मन र तिम्रो बोली
चाहे संसारमा जे गरे पनि
चाहे संसारमा जे भए पनि
लैजाऊ मलाई तिमीसँग
लैजाऊ मलाई तिमीसँग
के रहने छ मेरो तिमी बिना? वोह
जहाँ तिमी जानेछौ लैजाऊ मलाई
हरेक समय बिताउँने छु
बदलिने छुइन दुःखमा पनि
चाहे संसारमा जे गरे पनि
चाहे संसार मा जे भए पनि
लैजाऊ मलाई तिमीसँग
लैजाऊ मलाई तिमीसँग
हरेक समय बिताउँने छु
बदलिने छुइन दुःखमा पनि
हरेक समय बित्नेछ छ
बदलिन्छ तिम्रो मन र तिम्रो बोली",72
181,Rato Ra Chandra Surya,Nepathya,nepali,"रातो र चन्द्र सुर्य जङ्गी निशान हाम्रो
जिउंदो रगत सरी यो वल्दो यो शान हाम्रो
रातो र चन्द्र सुर्य
हिमाल झै अटल यो झुकेन यो कहिल्यै
लत्रेन यो कहिले जङ्गी निशान हाम्रो
यो जन्मदै जगतमा कयौ प्रहार आए
साम्राज्य दुई हारे हारेन यो शान हाम्रो
रातो र चन्द्र सुर्य जङ्गी निशान हाम्रो
जिउंदो रगत श्री यो वल्दो यो शान हाम्रो
रातो र चन्द्र सुर्य
जब सम्म चन्द्र र सुर्य आकाशमा रहन्छन
तब सम्म हुन्छ आफ्नै रातो रगत यो हाम्रो
गाई सारी छन साधु जो जो यहाँ जगतमा
सबको शरण बलियो जङ्गी निशान हाम्रो
रातो र चन्द्र सुर्य जङ्गी निशान हाम्रो
जिउंदो रगत सरी यो वल्दो यो शान हाम्रो
रातो र चन्द्र सुर्य",96
182,VTEN - Halkhabar,Genius Romanizations,romanized,"दिदी ले सोध्यो, के॰एस चल्दै चा टेरो काम काज?
दै ले भाँचा, आफ्नो परिवार को नाम राख
आमा ले भाँचा बाबु, के चा टेरो हलखबर?
बाउ ले भाँचा, चोरो के गर्दै चास अजकाल?
हे, दिदी ले सोध्यो, के॰एस चल्दै चा टेरो काम काज?
दै ले भाँचा, आफ्नो परिवार को नाम राख
आमा ले भाँचा बाबु, के चा टेरो हलखबर?
बाउ ले भाँचा, चोरो के गर्दै चास अजकाल?
केही पानी गर्दिन मा एट्टीकै बसिरची
किना होला मा अजकाल एकदुमै प्सिचो भाचा
वाट, सत कह्न्चु अनि जोइन्ट, सोइन्ट तान्चु
किना होला मा अजकाल एकदुमै प्सिचो भाचु
केटा हरू बटुलेर गल्ली तिरा जान्चु
दिन भरि गोटीको चार्ज मा
या, या दिन भरि गोटीको चार्ज मा
चाइन केही अप्शन, गल्ली मेरो जंक्शन
धिक्क रा ब्ल्याक मेरो हातामा
धिक्क रा ब्ल्याक मेरो हातामा
जाहीले पानी खान्चु, अहिले पानी तान्चु
मरेर जानु चा लास्ट मा
या, एकदिन मरेर जानु चा लास्ट मा
जाबा जान्चु मा मरेर मलाई जलाउदा मेरो
धुँवा मै गाँजा को बासन
जिन्दगी एसरी चल्दै चा खसमा
मेरो कोही चाइन आफ्नो मान्छे वारी पारी
आजा बोल्न खोज्दा बिक्दैन मेरो बोली पानी
टेटी माया गर्ने चम्म ले पानी चोडी गये
तारा बलाई भयेन एकलाई बसिदिन्छु भोली पानी",171
183,Mercedes Benz,Cobweb,nepali,"तिमीलाई मैले देखेको हिजो राती सपनीमा
पर्खी बसेको थियाै तिमी कसैको लागि दो-बाटोमा
तिमीलाई मैले देखेको हिजो राती सपनीमा
पर्खी बसेको थियाै तिमी कसैको लागि दो-बाटोमा
खोजी हिडे बिपनीमा तर मैले भेटाउन सकिन तिमीलाई
सायद तिमी भेटेको भए घुमाउन लान्थे
तिमीलाई मर्सिडेस बेन्ज मा, मर्सिडेस बेन्ज मा
सपनीमा मसुक हासीँ कहाँ गयाै तिमी ट्याक्सी मा?
बिहानीको किरण सँगै खोज्न हिड्छु म कहाँ-कहाँ
सपनीमा मसुक हासीँ कहाँ गयाै तिमी ट्याक्सी मा?
बिहानीको किरण सँगै खोज्न हिड्छु म कहाँ-कहाँ
भेटाउन सकिन मैले कहाँ हरायाै हावाको लहर सँगै
सायद तिमी भेटेको भए घुमाउन लान्थे
तिमीलाई मर्सिडेस बेन्ज मा, मर्सिडेस बेन्ज मा
सपनीमा मसुक हासीँ कहाँ गयाै तिमी ट्याक्सी मा?
बिहानीको किरण सँगै खोज्न हिड्छु म कहाँ-कहाँ
तिमीलाई मैले देखेको हिजो राती सपनीमा
पर्खी बसेको थियाै तिमी कसैको लागि दो-बाटोमा
खोजी हिडे बिपनीमा तर मैले भेटाउन सकिन तिमीलाई
सायद तिमी भेटेको भए घुमाउन लान्थे
तिमीलाई मर्सिडेस बेन्ज मा, मर्सिडेस बेन्ज मा",136
184,Sushant KC - Timile,Genius Romanizations,romanized,"आकाश बाट पानी पर्यो झाम झाम
रुझ्न जाम हामी पानी भनी बोलायौ तिमीले
भिज्न टा मान थियेन बुझ्न तिम्रो मान
आये मा पानी अनि हात समै घुमायौ तिमीले
हराये मा तिम्रै दुनिया मा
सजाये सपना तिम्रै साथ
मेरो सपना की पारी यहा जादु गरी
ना औ मेरो सामु घरी घरी
यहा नाना थरी का कुरा चलचन
चलचन मेरो मान मा घरी घरी
टाके मे टो आ प्लेस आई नेवर क्नेव
ह्वेरे थे वर्ल्ड आइएस जस्ट सो सिम्पल
आई क्यान ओन्ली स्टेयर एटी योउ
आई वन्न सी थे स्टार्स एबोव थे ग्रेजिङ ल्यान्ड
ह्वेरे वे लिए टो प्रिटेन्ड योउ एएनडी मे ओन्ली एक्सिस्ट
वे काउल्ड डो एनिथिङ वे वन्न डो
से एनी सोङ आई'डी सिङ टो योउ,एमएमएम
वे काउल्ड डो एनिथिङ वे वन्न डो
से एनी सोङ आई'डी सिङ टो योउ...
ह्वेन आई सी योउ स्मीले योउ टाके माइ ब्रेथ अवे
प्लीज बे राइट बाइ माइ साइड इभरिडे
आईएफ योउ वन्न कोम क्लोज आई काउल्ड वार्म योउ यूपी
इभरी टच ओएफ युर ह्यान्ड्स माके माइ हर्ट बिट स्टप",149
185,Bhijhideu,VTEN,nepali,"खसेको तारा सम्झी, एयी, एयी
खसेका तारा सम्झी नमाग मलाई
रित्तो छु म छैन, केही दिनलाई
सक्दिन तिमीसंगै, संगै हिँड्नलाई
यो कुरा तिमी बुझीदेऊ
तिमीलाई नि गाह्रो भैइराछ, यो थाहा छ मलाई
बुझेको छु भावना माया तिम्रो लाग्छ अझै
बस्न मन छ तिम्रो साथ सधैं
हात समाई, गाह्रो छ एक्लै बच्नलाई
तर दिन सकिन साथ, एक्लो परेर छोडे
म मान्छे स्वार्थी, मैले मेरै बारेमा सोचे
लागे म आफ्नै बाटो
हो, म आफै गाको, छोडेर तिमीलाई तर हुदो रहेछ लास्टै गाह्रो
छैन म हाँस्न पाको, सम्झनाले मार्नै लग्यो
दिन-रात किन आज हुँदै छ यहाँ बाँच्न गाह्रो?
मेरो भरमा आफ्नो समय बर्बाद
गर्यौ तिमीले, मलाई भन्दा बेसि तिमीलाई घाटा लाग्यो
चित्त दुख्या छ यो कुरामा
हो, गाह्रो छ भावनालाई सुनाउन
म त परेको छु पीडाको थुनामा
अनि सम्झना तिता-मिठा पुरानो
याद आहि रहन्छ झल-झल
यो सम्झनाको दलदलमा फसेर, तिमीलाई फोन गर्न खोजे भर्खर
तर सकिन बोल्न अब गर्छु आश मात्र
मान्छे म बेजती त्यसैले धेरै लाज लाग्छ
धेरै लाज लाग्छ, मलाई किन? (खसेका तारा)
किनकि मलाई तिम्रो अगाडी आउँन एकदम धेरै लाज लाग्छ",150
186,Ma Sanga Hidideu,Kelsang Shrestha,nepali,"सपना र माया, तिमी संग हुदा
हराउछु म यहाँ, त्यो धुन सुन्दा
चित्रहरु तिम्रै बनाएर
खुसुक्क बोल्दानी मन यो रमाएर
यहिँ छु म तिम्रो , तिमी संगै गाइ
मायाका कुरामा, मेरो मन रमाई
हँसाउछु अलिअलि म तिमीलाई
बनाउछु गीत सबै, म तिमीलाई
मसँग हिडिदेउ
मायाको यो बाटो
मलाईनी भरीदेऊ
तिम्रा रङ्गहरुले
मसँग हिडिदेउ
जानुछ धेरै टाढा यो
मलाईनी भरीदेऊ
माया मात्रै चहिने
यो मन
त्यसैले तिमीलाई मैले मेरो मुटुमा सजाई
म त हेरी बस्नेछु
मायालाई पोको पारी, एउटा गीतमा सजाई
गाई बस्नेछु",61
187,Ultaa Paailaa,Sajjan Raj Vaidya,nepali,"ठीकै छ, एकछिन भए पनि भेट्नु थियो रहेछ
तिमी म यहाँ एक अर्कासँग
केही बेरमा पराया हुनेनै हो
त्यतीन जेल समाई राख
नबोल झूटा कुरा, बरु केही नभन
बिछोडिँदा, उल्टा पाइला चाल्नू नरोईकन
रुनु त छदैछ नि, तिमी र म
अहिलेलाई हाँसेरै माया गर्दै गर
कुनै दिन सम्झीएलाउ मलाई
कुनै ठाउँ बतास चल्दा खेरि
अहिले चाहिँ एथार्थमै हुँदा
मेरा हात थमाई राख
नबोल झूटा कुरा, बरु केहि नभन
बिछोडीदा उल्टा पाइला चाल्नु नरोइकन
रुनु त छदै छ नि, तिमी र म
अहिलेलाई हाँसेरै माया गर्दै गर
रुनु त छदै छ नि, तिमी र म
अहिलेलाई हाँसन, हाँसन
नबोल झुटा कुरा, बरु केहि नभन
बिछोडीदा उल्टा पाइला चाल्नु नरोइकन
रुनु त छदै छ नि, तिमी र म
अहिलेलाई हाँसेरै माया गर्दै गर",100
188,VTEN ft. Young Lama - Dolla Bill,Genius Romanizations,romanized,"एयी, एयी, एयी, एयी, एयी, एयी, एयी
डोल्ला, डोल्ला बिल, येअह
डोल्ला, डोल्ला बिल, येअह
येअह, उः, येअह
डोल्ला' बिल एएलएल आई वान्टेड
नो, आई डोन'टी वन्न बे नो स्टार
लेट मे टाल्क माइ शीत व्हीले योउ प्ले थाट गुइटार
ओह, येअह, येअह, येअह
आईएफ योउ माइ ल्याडी, कीप आइटी हन्निड
12 ओन माइ डिक, पुष थे पडले, आउट रुन आइटी
पल युर थाङ यूपी, पसी बोय, योउ बेटर गुण आइटी
बीफिङ विथ माइ लामास, स्वीर टो गोड योउ डोन'टी वान्ट आइटी
फक एएलएल थे लिल' गोर्जी, बिच, आई नीड मे बिग हन्निड्स
वोरी-पारी जाता तेतै देक्चु मेरो क्रेजी
आजा भोली राप हानी हललाई रा चु देश
महँगो चाइन तारा दामी लाउँछु ड्रेस
तात्तोओ हाने नाक चेदे, बौला जस्तो केस
मेरे के कुरा गर्नु, आफ्नै बारे
काम-धाँदा चाइन हाल्यो हिड्यो गाँजा तानी
पुरा चार्ज मा बासी रा चु आजा रति
मोज गर्ने मान चा, चाममा हरू काख मा राखी
बिस्तारी हात समाति, लाज नामनी चाख मा सारी
लाई जान्चु डाडा माथि, आफ्नो पार्टी आजा रति
पाताउन मात्र बाकी, मा मान्छे आसा बादी
कहिले पानी सुधेरना हाउ यो मेरो चडा बनी",160
189,Timro Maya,Sushant KC,nepali,"एचएम, लेट मे कीप योउ क्लोज
कीप योउ क्लोज टो मे
बन्द कोठामा म र तिमि आज
हटाइदेउ सारा शङ्का संगै नहुने
मलाई केवल सुन्न मन छ बोलि मन छुने
तिम्रो नशा कि के हो लाग्छ भन्थ्यौ आज गईसके, हो
मजा छ जहाँ तिमि छौ म पागल भईसकेँ
तिम्रो माया, तिम्रो माया, तिम्रो मायामा
तिम्रो माया, तिम्रो माया, तिम्रो मायामा
तिम्रो माया, तिम्रो माया, तिम्रो मायामा
तिम्रो माया, तिम्रो माया, तिम्रो मायामा
बुझाउँथे प्यास पाइन्छ हाँसो भनेर
थाहै थिएन, धान्ने भएन अबेर
यो मनले त्यो मनलाई खोजिरहेको थियो सधैं
बोलि मुहार मात्र होइन चाहन्छु सबै
कच्चा धागोले चेट् नहोस् हाम्रो चंगा
मच्चिने मनको गरिदियौं बाटो बन्द
बादल साथी बन् भन्दै घुमदै छ मन यहाँ
संगै तिमि भए उड्दै गर्छु म दङ्ग",103
190,Photo Firimma,Pratap Das,nepali,"चर्किएको ऐना सरी फुट्यो हाम्रो माया
तिम्ले घात गरेपछि टुट्यो हाम्रो माया
चोखो माया गर्ने मेरो दिल तोडी गयौं
छुट्ने बेला चिनो आफ्नै फोटो छोडी गयौं
फोटो फिरिममा
कहिले मिलन कहिले बिछोड मया पिरिममा
फोटो फिरिममा
सधैं उस्तै नहुने यो मया पिरिममा
तिम्ले सास फेर्दा मात्रै मेरो मुटु चल्थ्यो
हेरे तिम्ले अन्त कतै भित्री मन जल्थ्यो
तिम्ले सास फेर्दा मात्रै मेरो मुटु चल्थ्यो
हेरे तिम्ले अन्त कतै भित्री मन जल्थ्यो
अझै पनि मेरा आंखा तिम्रै लागि रुन्छ
मलाई मात्रै यस्तो हो कि, सबलाई उस्तै हुन्छ
फोटो फिरिममा
कहिले मिलन कहिले बिछोड मया पिरिममा
फोटो फिरिममा
सधैं उस्तै नहुने यो मया पिरिममा",84
191,Vagwan,YABI The G.O.A.T,nepali,"स्याचुर्दे, सुन्दै साथि भाई साथमा
रेजिल्ला हानेर रातो छ आँखा
टाइममा घर आईजा भन्दै छिन् आमा
तर घर जाने बाटोमा छ मामा
आर्टिस्ट हु भन्दा लग्यो उसलाई ड्रामा
भन्दैछ मन पर्दैन तेस्तो गाना
किरा लागेको छ तेरो जरामा
सबै र्यापर्स हरु हुन्छौ नासामा
कुरा तेस्तो, हैन नि हौ
छैन नि बिग्रेको
यो सामाजिक कुराले, न जान्ने बुडाले
आर्टिस्ट लाई ट्यापे बनाईदियो
मेरो समाजमा कसैले न गर्या कुरा गर्न मनाहि थियो
मैले गर्न थाले, नराम्रो चरित्र म माथि खनाईदियो
यस्तै कुराहरुले सताउछ मलाई
तेही भएर हिड्छु म रेजिल्ला जलाई
म छु भन्ने साथीहरु पनि भए गाएब
तर गीत लेखि रात काट्ने म र मेरो भाई
म र मेरो भाई
दिनभरी दिदिको स्कुटीमा राइड
आमाले पस्केको भात न खाई
चल्दिने म्युजिक रेकर्ड गर्नलाई
तेसैले खुसी भई बाच्छुम
दुखमा हास्चु म
थोरै छ मिल्ने साथी, उनको लागि खास छु म
के होला भविष्यमा मेरो, मलाई केहि थाहा छैन
चुरोट एउटा, केटाहरु चार, लोभ लाग्ने पास दिन
साएद बच्दिन होला म तर मारेर पुग्नु छ त्यहाँ सम्म जहाँ बुद्धको आश्रम छ",140
192,Bhaagera,Sushant KC & Cute Boka,nepali,"लिल रक & सुशान्त केसी हावे कलेबोरेटेड आइएन म्यानी प्रोजेक्ट्स आइएन पास्ट विथ ओने बेइङ लक्ष्य. व्हिच सिट्स आ लिटल ओवर 1⁄2 मिलियन विवेस ओन युट्युब. भागेर. मार्क्स थे डुओ'स सेकेन्ड कलेबोरेसन व्हिच आइएस... रिड मोर
लिल स्टोन फिन्न कुक थिस बिट
ट्याकलिन्हर पसिन सोमे डलर्स, येअह
वन्डेरिन' आईएफ आई काउल्ड ब्लोव थिस एएलएल यूपी
शे टोल्ड आई कोम अराउन्ड लिके आ बलर
ओवर टीडब्ल्यूओ जीएस'स, शट्स लिके निकोला
योउ शोव युर कलर्स, येअह-येअह
लोव-के विथ माइ हिट्स एएनडी थे हस्टल
टोक्यो देखि किराना पसलमा
सम्झना भरि राखा
जति मेरो त्यति तिम्रो अधिकार यो
सम्झना भरि राख, भरि राख
दुई-तिन दिनको समयमा
लाउन माया सझिलो त छैन
खै कुन्नि? म ऐनै नहेरी बसेँको थिए
भागेर, भागेर, भागेर (हँ)
जानेर, जानेर, जानेर (हँ)
भागेर, भागेर, भागेर (हँ)
नजाने म, नजाने, येअह",119
193,Ganja Man Rough,SACAR aka Lil Buddha,nepali,"ल, तपाईंले मलाई चिन्नु भा छैन?
एयी, एयी, यामा [?]
फक थे लोव, फक नेताहरूको गफ्फ
फक थे लोव, फक बेइङ टाउग
(पाँच-पच्पन्नको बाऊ पाँच-छप्नन)
योउ केएनओडब्ल्यू ह्वाट
थे रियल लौरे , लिल बुद्ध, गाँजा मान
एयी, रोल यूपी एनोथर ओने
प्याक मे आ कोन ओएफ ब्लन्ट
वे डोन'टी स्टप टिल थे सुन
वे स्मोकिङ एएलएल नाइट लोङ
रोल यूपी एनोथर ओने
प्याक मे आ कोन ओएफ ब्लन्ट
वे डोन'टी स्टप टिल थे सुन
वे स्मोकिङ एएलएल नाइट लोङ
गाँजा मान, गाँजा मान, गाँजा मान, गाँजा मान, गाँजा मान
गाँजा मान, गाँजा मान, गाँजा मान, गाँजा मान, गाँजा मान
गाँजा मान, गाँजा मान, गाँजा मान, गाँजा मान, गाँजा मान
गाँजा मान, गाँजा मान, गाँजा मान, गाँजा मान, गाँजा मान, गाँजा मान",109
194,The Axe - Lukna Deu,Genius Romanizations,romanized,"लुक्न देउ मलाई तिम्रो केशा मा
त्यहाँ धेरै शीतला छ
निदाउन देउ तिम्रो परेलीमा
त्यहाँ धेरै सपना छ
लुक्न देउ मलाई तिम्रो केशा मा
त्यहाँ धेरै शीतला छ
निदाउन देउ तिम्रो परेलीमा
त्यहाँ धेरै सपना छ
मुटु भित्र राखा मलाई
जिउने आधार देउ मलाई
मुटु भित्र राखा मलाई
जिउने आधार देउ मलाई
जाबा कतै भेट्छु तिमीलाई
एकोहोरो तोलाई रहन छु मा
हत्केला ले मुहार चोप्दै
लाजा मान्दै भागी दिन्छौ तिमी
जाबा कतै भेट्छु तिमीलाई
एकोहोरो तोलाई रहन छु मा
हत्केला ले मुहार चोप्दै
लाजा मान्दै भागी दिन्छौ तिमी
मुसा-काउँदै इशारा ले
लजाउँदै बोलाउ मलाई
मुटु भित्र राखा मलाई
जिउने आधार देउ मलाई",80
195,Sapana Ko Mayalu,The Elements (NPL),nepali,"कोरेछु चित्र, तिम्रै तिमी हासिदेउ
पोखेको शब्द, समेट्दै छु सुनिदेउ
नाता यो चित्त को
आँखा ले नै बुझिदेउ
बुझाउनै सकिन , ईशारा ले नै बुजिदेउ
नहोला तिम्रो सपना को मायालु म
तिमीलाई निन्द्रा ले सताए लोरि सुनाइदिन्छु म
न सकुला तिमीलाई फुलले सजाउन
तिम्रो मन दुखे तिमिलाई
गीत गाइदी फकाउछु म
तिम्रो मागेको हात तिमिले त मुटु नै सुम्पिदेउ
तिमिले मागेको तारा , ढिलो भो एक्छिन पर्खिदेउ
सात जुनि बिताउने कसम पो खाएको
हराइ सकेको थिए धन्नै तिमिलाइ पाएको
न होल ठुला महल जत्रै घर यो
तिम्रो सिरानी बन्दिन्छु मात्रै तिमी पल्टिदेउ
न सकुला तिमीलाई फुल ले सजाउन
तिम्रो मन दुखे तिमी लाइ गीत गाइदी फकाउछु म",88
196,"Yabesh Thapa - Saacho Kura Ft. Zeroo, Easi 12 & Dong",Genius Romanizations,romanized,"आए हेरा ना कति अध्यारो
फेरी पानी तिम्रै मुहारा को यादा आयो
त्यो मुस्कुरै रहने तिम्रो बनी
अत्तो पत्तो छैन मलाई जानी नजानी
माया बस्यो की क्या हो
ठही नपाई काना मलाई तिम्रो लाट लाग्यो
यो कफी पिउदै तिम्रै कथा सुन्दै
तिम्रै आँख हरू भित्र हराउदै
ठहा छैन मलाई के॰एस भयो
तारा साचो कुरा भन्नु पर्दा
यो मुटु भित्र केही भयेकै हो
ठहा छैन कसरी थपाउने होला
यो मुटु भित्र को कुरा कसरी बुझ्ने होला
मलाई लाग्यो तिम्रो लाट, तिमी अति ग्लामोरस
फिक्क लाग्छ अरू सब, येअह
365 डेज चाहिदैन मेरो लागी
एक पाल कफी छ फोर मे टो फल आइएन लोव
तिम्रो लागी चाँगे गर्छु सबै हबित मा
तिम्रो आँख सराई म्याजिकल
भोली कसले देख्या छ रा तारा थाछ
तिम्रो आँगलो को प्यारेटाइज मा
हुन्छु एकदम ह्यापी मा
तिमी जुलिएट मा तिम्रो पागल रोमियो
तिमी मेरो साथी
मेरो बेस्टफ्रेण्ड, मेरो होमी हो
तिम्रो याद मा जाहीले डुबी बस्छु
माइले चलाई पायिना मुटु कति खेरा चोरी भो
किना की, योउ स्वीटर थान थे वाइन्स
अरू भन्दा भिन्न छौ योउ'रे थे फाइनेस्ट
तिमलाई राक्छु मा रानी बनाई साधै आफ्नै साथा मा
लिके योउ आरे माइ हाइनेस",156
